trip_id,route_id,vehicle_id,departure_datetime,arrival_datetime,vehicle_capacity,passengers_onboard,trip_status
TR02736,RT004,VH006,2024-02-29 15:40:00,2024-02-29 17:12:00,45,15,completed
TR02737,RT004,VH006,2024-02-29 18:58:00,2024-02-29 20:40:00,45,26,completed
TR02738,RT005,VH018,2024-02-29 05:59:00,2024-02-29 07:11:00,8,3,completed
TR02739,RT005,VH013,2024-02-29 11:12:00,2024-02-29 12:15:00,8,3,completed
TR02740,RT005,VH018,2024-02-29 16:47:00,2024-02-29 17:59:00,8,5,completed
TR02741,RT006,VH009,2024-02-29 06:10:00,2024-02-29 07:38:00,40,22,completed
TR02742,RT006,VH003,2024-02-29 10:00:00,2024-02-29 11:48:00,49,30,completed
TR02743,RT006,VH009,2024-02-29 14:01:00,2024-02-29 15:23:00,40,20,completed
TR02744,RT006,VH009,2024-02-29 18:07:00,2024-02-29 19:36:00,40,16,completed
TR02745,RT007,VH012,2024-02-29 05:52:00,2024-02-29 06:53:00,12,5,completed
TR02746,RT007,VH014,2024-02-29 11:10:00,2024-02-29 12:12:00,8,3,completed
TR02747,RT007,VH015,2024-02-29 16:33:00,2024-02-29 17:33:00,12,5,completed
TR02748,RT008,VH016,2024-02-29 05:56:00,2024-02-29 06:39:00,55,23,completed
TR02749,RT008,VH008,2024-02-29 08:42:00,2024-02-29 09:36:00,40,24,completed
TR02750,RT008,VH002,2024-02-29 11:13:00,2024-02-29 11:56:00,55,23,completed
TR02751,RT008,VH008,2024-02-29 14:06:00,2024-02-29 14:51:00,40,27,completed
TR02752,RT008,VH008,2024-02-29 16:33:00,2024-02-29 17:33:00,40,24,completed
TR02753,RT008,VH002,2024-02-29 19:15:00,2024-02-29 20:02:00,55,19,completed
TR02754,RT009,VH006,2024-02-29 06:10:00,2024-02-29 08:00:00,45,31,completed
TR02755,RT009,VH002,2024-02-29 11:27:00,2024-02-29 13:19:00,55,20,completed
TR02756,RT009,VH002,2024-02-29 16:37:00,2024-02-29 18:43:00,55,31,completed
TR02757,RT010,VH018,2024-02-29 05:57:00,2024-02-29 06:29:00,8,3,completed
TR02758,RT010,VH018,2024-02-29 10:10:00,2024-02-29 10:45:00,8,4,completed
TR02759,RT010,VH011,2024-02-29 14:05:00,2024-02-29 14:49:00,12,8,completed
TR02760,RT010,VH011,2024-02-29 17:59:00,2024-02-29 18:43:00,12,8,completed
TR02761,RT001,VH016,2024-03-01 06:07:00,2024-03-01 07:10:00,55,43,completed
TR02762,RT001,VH016,2024-03-01 07:51:00,2024-03-01 08:59:00,55,44,completed
TR02763,RT001,VH016,2024-03-01 10:05:00,2024-03-01 11:06:00,55,31,completed
TR02764,RT001,VH016,2024-03-01 11:51:00,2024-03-01 12:49:00,55,33,completed
TR02765,RT001,VH016,2024-03-01 14:02:00,2024-03-01 15:12:00,55,40,completed
TR02766,RT001,VH007,2024-03-01 15:53:00,2024-03-01 16:53:00,40,28,completed
TR02767,RT001,VH001,2024-03-01 17:55:00,2024-03-01 18:54:00,55,33,completed
TR02768,RT001,VH001,2024-03-01 20:05:00,2024-03-01 21:04:00,55,26,completed
TR02769,RT002,VH004,2024-03-01 05:56:00,2024-03-01 07:01:00,49,40,completed
TR02770,RT002,VH003,2024-03-01 08:45:00,2024-03-01 09:47:00,49,38,completed
TR02771,RT002,VH003,2024-03-01 11:23:00,2024-03-01 12:20:00,49,33,completed
TR02772,RT002,VH003,2024-03-01 13:50:00,2024-03-01 15:06:00,49,35,completed
TR02773,RT002,VH017,2024-03-01 16:49:00,2024-03-01 18:02:00,49,33,completed
TR02774,RT002,VH017,2024-03-01 19:15:00,2024-03-01 20:27:00,49,31,completed
TR02775,RT003,VH004,2024-03-01 05:53:00,2024-03-01 07:56:00,49,29,completed
TR02776,RT003,VH006,2024-03-01 09:50:00,2024-03-01 12:31:00,45,20,completed
TR02777,RT003,VH005,2024-03-01 13:52:00,2024-03-01 16:29:00,45,38,completed
TR02778,RT003,VH004,2024-03-01 17:50:00,2024-03-01 19:57:00,49,21,completed
TR02779,RT004,VH006,2024-03-01 06:02:00,2024-03-01 07:42:00,45,21,completed
TR02780,RT004,VH006,2024-03-01 09:08:00,2024-03-01 10:53:00,45,29,completed
TR02781,RT004,VH006,2024-03-01 12:34:00,2024-03-01 14:03:00,45,24,completed
TR02782,RT004,VH006,2024-03-01 15:38:00,2024-03-01 17:20:00,45,25,completed
TR02783,RT004,VH005,2024-03-01 18:53:00,2024-03-01 20:44:00,45,32,completed
TR02784,RT005,VH011,2024-03-01 06:07:00,2024-03-01 07:17:00,12,7,completed
TR02785,RT005,VH011,2024-03-01 11:22:00,2024-03-01 12:21:00,12,7,completed
TR02786,RT005,VH011,2024-03-01 16:44:00,2024-03-01 17:54:00,12,7,completed
TR02787,RT006,VH003,2024-03-01 06:05:00,2024-03-01 08:02:00,49,27,completed
TR02788,RT006,VH009,2024-03-01 10:01:00,2024-03-01 11:29:00,40,22,completed
TR02789,RT006,VH009,2024-03-01 13:55:00,2024-03-01 15:24:00,40,17,completed
TR02790,RT006,VH003,2024-03-01 18:10:00,2024-03-01 19:50:00,49,41,completed
TR02791,RT007,VH012,2024-03-01 05:56:00,2024-03-01 07:02:00,12,9,completed
TR02792,RT007,VH015,2024-03-01 11:16:00,2024-03-01 12:06:00,12,7,completed
TR02793,RT007,VH014,2024-03-01 16:33:00,2024-03-01 17:24:00,8,4,completed
TR02794,RT008,VH016,2024-03-01 06:01:00,2024-03-01 06:52:00,55,36,completed
TR02795,RT008,VH001,2024-03-01 08:35:00,2024-03-01 09:34:00,55,24,completed
TR02796,RT008,VH016,2024-03-01 11:17:00,2024-03-01 11:58:00,55,30,completed
TR02797,RT008,VH008,2024-03-01 14:01:00,2024-03-01 14:57:00,40,23,completed
TR02798,RT008,VH001,2024-03-01 16:41:00,2024-03-01 17:37:00,55,27,completed
TR02799,RT008,VH016,2024-03-01 19:24:00,2024-03-01 20:08:00,55,22,completed
TR02800,RT009,VH006,2024-03-01 06:07:00,2024-03-01 07:55:00,45,33,completed
TR02801,RT009,VH005,2024-03-01 11:10:00,2024-03-01 12:59:00,45,32,completed
TR02802,RT009,VH006,2024-03-01 16:35:00,2024-03-01 18:40:00,45,35,completed
TR02803,RT010,VH014,2024-03-01 05:55:00,2024-03-01 06:36:00,8,4,completed
TR02804,RT010,VH013,2024-03-01 09:53:00,2024-03-01 10:33:00,8,5,completed
TR02805,RT010,VH018,2024-03-01 14:08:00,2024-03-01 14:50:00,8,5,completed
TR02806,RT010,VH011,2024-03-01 17:54:00,2024-03-01 18:25:00,12,9,completed
TR02807,RT001,VH001,2024-03-02 05:53:00,2024-03-02 07:04:00,55,24,completed
TR02808,RT001,VH002,2024-03-02 08:07:00,2024-03-02 09:27:00,55,28,completed
TR02809,RT001,VH007,2024-03-02 09:57:00,2024-03-02 10:57:00,40,22,completed
TR02810,RT001,VH008,2024-03-02 12:05:00,2024-03-02 13:02:00,40,28,completed
TR02811,RT001,VH007,2024-03-02 14:04:00,2024-03-02 15:16:00,40,27,completed
TR02812,RT001,VH016,2024-03-02 15:51:00,2024-03-02 17:08:00,55,41,completed
TR02813,RT001,VH008,2024-03-02 18:00:00,2024-03-02 19:05:00,40,28,completed
TR02814,RT001,VH016,2024-03-02 20:02:00,2024-03-02 21:01:00,55,31,completed
TR02815,RT002,VH010,2024-03-02 05:51:00,2024-03-02 07:08:00,49,25,completed
TR02816,RT002,VH010,2024-03-02 08:49:00,2024-03-02 10:06:00,49,22,completed
TR02817,RT002,VH017,2024-03-02 11:21:00,2024-03-02 12:29:00,49,28,completed
TR02818,RT002,VH004,2024-03-02 13:58:00,2024-03-02 15:08:00,49,24,completed
TR02819,RT002,VH017,2024-03-02 16:33:00,2024-03-02 17:33:00,49,30,completed
TR02820,RT002,VH003,2024-03-02 19:10:00,2024-03-02 20:06:00,49,29,completed
TR02821,RT003,VH004,2024-03-02 05:50:00,2024-03-02 08:14:00,49,20,completed
TR02822,RT003,VH006,2024-03-02 09:59:00,2024-03-02 11:50:00,45,30,completed
TR02823,RT003,VH004,2024-03-02 14:01:00,2024-03-02 16:13:00,49,31,completed
TR02824,RT003,VH006,2024-03-02 17:59:00,2024-03-02 20:17:00,45,19,completed
TR02825,RT004,VH009,2024-03-02 05:58:00,2024-03-02 07:30:00,40,16,completed
TR02826,RT004,VH009,2024-03-02 09:18:00,2024-03-02 10:42:00,40,27,completed
TR02827,RT004,VH005,2024-03-02 12:21:00,2024-03-02 14:01:00,45,24,completed
TR02828,RT004,VH006,2024-03-02 15:33:00,2024-03-02 17:26:00,45,26,completed
TR02829,RT004,VH009,2024-03-02 18:51:00,2024-03-02 20:25:00,40,18,completed
TR02830,RT005,VH011,2024-03-02 05:51:00,2024-03-02 06:56:00,12,6,completed
TR02831,RT005,VH013,2024-03-02 11:23:00,2024-03-02 12:30:00,8,3,completed
TR02832,RT005,VH013,2024-03-02 16:45:00,2024-03-02 18:07:00,8,5,completed
TR02833,RT006,VH009,2024-03-02 06:01:00,2024-03-02 07:54:00,40,30,completed
TR02834,RT006,VH009,2024-03-02 09:58:00,2024-03-02 11:56:00,40,18,completed
TR02835,RT006,VH009,2024-03-02 14:10:00,2024-03-02 16:02:00,40,26,completed
TR02836,RT006,VH003,2024-03-02 18:05:00,2024-03-02 19:38:00,49,37,completed
TR02837,RT007,VH014,2024-03-02 05:57:00,2024-03-02 07:00:00,8,5,completed
TR02838,RT007,VH012,2024-03-02 11:18:00,2024-03-02 12:09:00,12,5,completed
TR02839,RT007,VH014,2024-03-02 16:38:00,2024-03-02 17:32:00,8,5,completed
TR02840,RT008,VH016,2024-03-02 06:08:00,2024-03-02 06:55:00,55,23,completed
TR02841,RT008,VH002,2024-03-02 08:35:00,2024-03-02 09:16:00,55,39,completed
TR02842,RT008,VH002,2024-03-02 11:25:00,2024-03-02 12:21:00,55,39,completed
TR02843,RT008,VH001,2024-03-02 14:08:00,2024-03-02 15:02:00,55,34,completed
TR02844,RT008,VH001,2024-03-02 16:42:00,2024-03-02 17:38:00,55,43,completed
TR02845,RT008,VH016,2024-03-02 19:25:00,2024-03-02 20:08:00,55,31,completed
TR02846,RT009,VH005,2024-03-02 05:53:00,2024-03-02 07:41:00,45,22,completed
TR02847,RT009,VH006,2024-03-02 11:18:00,2024-03-02 12:45:00,45,29,completed
TR02848,RT009,VH006,2024-03-02 16:47:00,2024-03-02 18:20:00,45,35,completed
TR02849,RT010,VH018,2024-03-02 05:54:00,2024-03-02 06:27:00,8,5,completed
TR02850,RT010,VH011,2024-03-02 10:10:00,2024-03-02 10:51:00,12,9,completed
TR02851,RT010,VH018,2024-03-02 14:03:00,2024-03-02 14:41:00,8,4,completed
TR02852,RT010,VH014,2024-03-02 18:02:00,2024-03-02 18:42:00,8,3,completed
TR02853,RT001,VH008,2024-03-03 05:59:00,2024-03-03 07:19:00,40,20,completed
TR02854,RT001,VH001,2024-03-03 07:50:00,2024-03-03 08:59:00,55,40,completed
TR02855,RT001,VH008,2024-03-03 09:50:00,2024-03-03 10:52:00,40,22,completed
TR02856,RT001,VH007,2024-03-03 12:02:00,2024-03-03 13:18:00,40,22,completed
TR02857,RT001,VH001,2024-03-03 13:57:00,2024-03-03 15:03:00,55,37,completed
TR02858,RT001,VH001,2024-03-03 16:02:00,2024-03-03 17:16:00,55,40,completed
TR02859,RT001,VH007,2024-03-03 17:53:00,2024-03-03 19:14:00,40,19,completed
TR02860,RT001,VH007,2024-03-03 20:03:00,2024-03-03 21:23:00,40,16,completed
TR02861,RT002,VH003,2024-03-03 06:09:00,2024-03-03 07:24:00,49,30,completed
TR02862,RT002,VH003,2024-03-03 08:33:00,2024-03-03 09:54:00,49,30,completed
TR02863,RT002,VH004,2024-03-03 11:26:00,2024-03-03 12:28:00,49,34,completed
TR02864,RT002,VH003,2024-03-03 13:59:00,2024-03-03 15:10:00,49,32,completed
TR02865,RT002,VH004,2024-03-03 16:49:00,2024-03-03 17:46:00,49,31,completed
TR02866,RT002,VH010,2024-03-03 19:13:00,2024-03-03 20:20:00,49,30,completed
TR02867,RT003,VH005,2024-03-03 05:59:00,2024-03-03 08:37:00,45,36,completed
TR02868,RT003,VH006,2024-03-03 09:59:00,2024-03-03 12:32:00,45,21,completed
TR02869,RT003,VH005,2024-03-03 14:01:00,2024-03-03 16:25:00,45,22,completed
TR02870,RT003,VH004,2024-03-03 17:56:00,2024-03-03 19:58:00,49,37,completed
TR02871,RT004,VH005,2024-03-03 05:50:00,2024-03-03 07:21:00,45,35,completed
TR02872,RT004,VH005,2024-03-03 09:09:00,2024-03-03 11:03:00,45,19,completed
TR02873,RT004,VH009,2024-03-03 12:14:00,2024-03-03 13:45:00,40,33,completed
TR02874,RT004,VH009,2024-03-03 15:43:00,2024-03-03 17:18:00,40,22,completed
TR02875,RT004,VH009,2024-03-03 18:49:00,2024-03-03 20:42:00,40,16,completed
TR02876,RT005,VH011,2024-03-03 05:54:00,2024-03-03 07:19:00,12,6,completed
TR02877,RT005,VH011,2024-03-03 11:22:00,2024-03-03 12:30:00,12,6,completed
TR02878,RT005,VH018,2024-03-03 16:36:00,2024-03-03 17:43:00,8,4,completed
TR02879,RT006,VH010,2024-03-03 05:51:00,2024-03-03 07:16:00,49,31,completed
TR02880,RT006,VH009,2024-03-03 09:51:00,2024-03-03 11:15:00,40,16,completed
TR02881,RT006,VH003,2024-03-03 14:05:00,2024-03-03 16:04:00,49,25,completed
TR02882,RT006,VH010,2024-03-03 18:10:00,2024-03-03 19:49:00,49,21,completed
TR02883,RT007,VH012,2024-03-03 05:57:00,2024-03-03 07:01:00,12,7,completed
TR02884,RT007,VH012,2024-03-03 11:26:00,2024-03-03 12:22:00,12,6,completed
TR02885,RT007,VH012,2024-03-03 16:42:00,2024-03-03 17:32:00,12,8,completed
TR02886,RT008,VH008,2024-03-03 06:08:00,2024-03-03 06:55:00,40,29,completed
TR02887,RT008,VH002,2024-03-03 08:34:00,2024-03-03 09:33:00,55,46,completed
TR02888,RT008,VH002,2024-03-03 11:30:00,2024-03-03 12:13:00,55,30,completed
TR02889,RT008,VH002,2024-03-03 14:02:00,2024-03-03 14:57:00,55,32,completed
TR02890,RT008,VH016,2024-03-03 16:33:00,2024-03-03 17:32:00,55,44,completed
TR02891,RT008,VH016,2024-03-03 19:19:00,2024-03-03 20:18:00,55,40,completed
TR02892,RT009,VH002,2024-03-03 06:02:00,2024-03-03 07:52:00,55,23,completed
TR02893,RT009,VH006,2024-03-03 11:10:00,2024-03-03 12:49:00,45,19,completed
TR02894,RT009,VH002,2024-03-03 16:39:00,2024-03-03 18:10:00,55,38,completed
TR02895,RT010,VH014,2024-03-03 05:56:00,2024-03-03 06:32:00,8,4,completed
TR02896,RT010,VH014,2024-03-03 10:03:00,2024-03-03 10:35:00,8,5,completed
TR02897,RT010,VH011,2024-03-03 13:54:00,2024-03-03 14:24:00,12,9,completed
TR02898,RT010,VH018,2024-03-03 18:02:00,2024-03-03 18:37:00,8,3,completed
TR02899,RT001,VH002,2024-03-04 05:51:00,2024-03-04 07:03:00,55,28,completed
TR02900,RT001,VH008,2024-03-04 07:50:00,2024-03-04 09:08:00,40,26,completed
TR02901,RT001,VH007,2024-03-04 10:09:00,2024-03-04 11:26:00,40,23,completed
TR02902,RT001,VH008,2024-03-04 12:06:00,2024-03-04 13:06:00,40,24,completed
TR02903,RT001,VH002,2024-03-04 13:56:00,2024-03-04 15:09:00,55,38,completed
TR02904,RT001,VH016,2024-03-04 15:59:00,2024-03-04 17:01:00,55,39,completed
TR02905,RT001,VH007,2024-03-04 17:51:00,2024-03-04 18:54:00,40,25,completed
TR02906,RT001,VH016,2024-03-04 19:58:00,2024-03-04 20:59:00,55,25,completed
TR02907,RT002,VH017,2024-03-04 06:10:00,2024-03-04 07:24:00,49,22,completed
TR02908,RT002,VH017,2024-03-04 08:36:00,2024-03-04 09:31:00,49,30,completed
TR02909,RT002,VH004,2024-03-04 11:10:00,2024-03-04 12:30:00,49,27,completed
TR02910,RT002,VH010,2024-03-04 14:01:00,2024-03-04 15:16:00,49,33,completed
TR02911,RT002,VH017,2024-03-04 16:32:00,2024-03-04 17:49:00,49,32,completed
TR02912,RT002,VH010,2024-03-04 19:26:00,2024-03-04 20:31:00,49,37,completed
TR02913,RT003,VH004,2024-03-04 05:57:00,2024-03-04 07:49:00,49,22,completed
TR02914,RT003,VH006,2024-03-04 10:09:00,2024-03-04 12:31:00,45,26,completed
TR02915,RT003,VH006,2024-03-04 13:53:00,2024-03-04 16:18:00,45,24,completed
TR02916,RT003,VH004,2024-03-04 18:01:00,2024-03-04 19:55:00,49,35,completed
TR02917,RT004,VH006,2024-03-04 05:55:00,2024-03-04 07:32:00,45,21,completed
TR02918,RT004,VH005,2024-03-04 09:15:00,2024-03-04 11:02:00,45,18,completed
TR02919,RT004,VH005,2024-03-04 12:32:00,2024-03-04 14:00:00,45,24,completed
TR02920,RT004,VH009,2024-03-04 15:40:00,2024-03-04 17:17:00,40,29,completed
TR02921,RT004,VH006,2024-03-04 18:38:00,2024-03-04 19:56:00,45,28,completed
TR02922,RT005,VH013,2024-03-04 06:08:00,2024-03-04 07:12:00,8,6,completed
TR02923,RT005,VH011,2024-03-04 11:10:00,2024-03-04 12:09:00,12,7,completed
TR02924,RT005,VH011,2024-03-04 16:40:00,2024-03-04 17:43:00,12,5,completed
TR02925,RT006,VH003,2024-03-04 06:00:00,2024-03-04 07:46:00,49,34,completed
TR02926,RT006,VH003,2024-03-04 10:08:00,2024-03-04 11:36:00,49,40,completed
TR02927,RT006,VH010,2024-03-04 13:57:00,2024-03-04 15:30:00,49,31,completed
TR02928,RT006,VH009,2024-03-04 17:59:00,2024-03-04 19:26:00,40,24,completed
TR02929,RT007,VH012,2024-03-04 06:06:00,2024-03-04 07:10:00,12,10,completed
TR02930,RT007,VH014,2024-03-04 11:27:00,2024-03-04 12:23:00,8,4,completed
TR02931,RT007,VH012,2024-03-04 16:43:00,2024-03-04 17:48:00,12,8,completed
TR02932,RT008,VH016,2024-03-04 05:53:00,2024-03-04 06:52:00,55,36,completed
TR02933,RT008,VH002,2024-03-04 08:50:00,2024-03-04 09:51:00,55,35,completed
TR02934,RT008,VH002,2024-03-04 11:24:00,2024-03-04 12:24:00,55,28,completed
TR02935,RT008,VH016,2024-03-04 14:03:00,2024-03-04 14:46:00,55,28,completed
TR02936,RT008,VH008,2024-03-04 16:48:00,2024-03-04 17:36:00,40,25,completed
TR02937,RT008,VH002,2024-03-04 19:12:00,2024-03-04 20:07:00,55,39,completed
TR02938,RT009,VH005,2024-03-04 06:08:00,2024-03-04 08:01:00,45,27,completed
TR02939,RT009,VH006,2024-03-04 11:19:00,2024-03-04 12:58:00,45,23,completed
TR02940,RT009,VH002,2024-03-04 16:39:00,2024-03-04 18:41:00,55,33,completed
TR02941,RT010,VH013,2024-03-04 06:08:00,2024-03-04 06:49:00,8,4,completed
TR02942,RT010,VH011,2024-03-04 10:05:00,2024-03-04 10:36:00,12,5,completed
TR02943,RT010,VH011,2024-03-04 13:55:00,2024-03-04 14:39:00,12,7,completed
TR02944,RT010,VH011,2024-03-04 17:50:00,2024-03-04 18:24:00,12,5,completed
TR02945,RT001,VH007,2024-03-05 06:08:00,2024-03-05 07:08:00,40,17,completed
TR02946,RT001,VH001,2024-03-05 08:06:00,2024-03-05 09:21:00,55,26,completed
TR02947,RT001,VH001,2024-03-05 09:55:00,2024-03-05 11:12:00,55,35,completed
TR02948,RT001,VH016,2024-03-05 12:02:00,2024-03-05 13:17:00,55,35,completed
TR02949,RT001,VH016,2024-03-05 14:08:00,2024-03-05 15:22:00,55,37,completed
TR02950,RT001,VH007,2024-03-05 15:51:00,2024-03-05 16:56:00,40,31,completed
TR02951,RT001,VH008,2024-03-05 18:10:00,2024-03-05 19:21:00,40,25,completed
TR02952,RT001,VH016,2024-03-05 19:53:00,2024-03-05 20:56:00,55,34,completed
TR02953,RT002,VH010,2024-03-05 05:53:00,2024-03-05 07:12:00,49,39,completed
TR02954,RT002,VH017,2024-03-05 08:47:00,2024-03-05 10:03:00,49,20,completed
TR02955,RT002,VH004,2024-03-05 11:20:00,2024-03-05 12:33:00,49,30,completed
TR02956,RT002,VH004,2024-03-05 14:09:00,2024-03-05 15:26:00,49,29,completed
TR02957,RT002,VH004,2024-03-05 16:42:00,2024-03-05 17:52:00,49,25,completed
TR02958,RT002,VH010,2024-03-05 19:17:00,2024-03-05 20:23:00,49,26,completed
TR02959,RT003,VH006,2024-03-05 05:52:00,2024-03-05 07:52:00,45,34,completed
TR02960,RT003,VH005,2024-03-05 09:59:00,2024-03-05 12:10:00,45,30,completed
TR02961,RT003,VH005,2024-03-05 13:54:00,2024-03-05 16:36:00,45,32,completed
TR02962,RT003,VH006,2024-03-05 18:10:00,2024-03-05 20:18:00,45,20,completed
TR02963,RT004,VH006,2024-03-05 06:09:00,2024-03-05 07:42:00,45,21,completed
TR02964,RT004,VH005,2024-03-05 09:14:00,2024-03-05 10:58:00,45,21,completed
TR02965,RT004,VH005,2024-03-05 12:14:00,2024-03-05 13:46:00,45,29,completed
TR02966,RT004,VH009,2024-03-05 15:42:00,2024-03-05 17:00:00,40,26,completed
TR02967,RT004,VH005,2024-03-05 18:41:00,2024-03-05 20:13:00,45,27,completed
TR02968,RT005,VH018,2024-03-05 05:56:00,2024-03-05 07:16:00,8,4,completed
TR02969,RT005,VH011,2024-03-05 11:11:00,2024-03-05 12:32:00,12,6,completed
TR02970,RT005,VH013,2024-03-05 16:32:00,2024-03-05 17:36:00,8,6,completed
TR02971,RT006,VH010,2024-03-05 05:58:00,2024-03-05 07:21:00,49,32,completed
TR02972,RT006,VH003,2024-03-05 09:58:00,2024-03-05 11:57:00,49,25,completed
TR02973,RT006,VH010,2024-03-05 14:03:00,2024-03-05 15:58:00,49,37,completed
TR02974,RT006,VH010,2024-03-05 17:56:00,2024-03-05 19:21:00,49,36,completed
TR02975,RT007,VH012,2024-03-05 05:51:00,2024-03-05 06:40:00,12,5,completed
TR02976,RT007,VH014,2024-03-05 11:29:00,2024-03-05 12:38:00,8,6,completed
TR02977,RT007,VH014,2024-03-05 16:50:00,2024-03-05 17:51:00,8,5,completed
TR02978,RT008,VH002,2024-03-05 05:59:00,2024-03-05 06:40:00,55,28,completed
TR02979,RT008,VH016,2024-03-05 08:49:00,2024-03-05 09:49:00,55,45,completed
TR02980,RT008,VH016,2024-03-05 11:16:00,2024-03-05 12:05:00,55,29,completed
TR02981,RT008,VH008,2024-03-05 14:08:00,2024-03-05 15:07:00,40,23,completed
TR02982,RT008,VH002,2024-03-05 16:44:00,2024-03-05 17:38:00,55,40,completed
TR02983,RT008,VH008,2024-03-05 19:26:00,2024-03-05 20:26:00,40,22,completed
TR02984,RT009,VH006,2024-03-05 06:03:00,2024-03-05 08:04:00,45,35,completed
TR02985,RT009,VH002,2024-03-05 11:14:00,2024-03-05 13:09:00,55,29,completed
TR02986,RT009,VH006,2024-03-05 16:40:00,2024-03-05 18:35:00,45,36,completed
TR02987,RT010,VH018,2024-03-05 06:08:00,2024-03-05 06:39:00,8,5,completed
TR02988,RT010,VH013,2024-03-05 09:54:00,2024-03-05 10:35:00,8,6,completed
TR02989,RT010,VH018,2024-03-05 14:04:00,2024-03-05 14:38:00,8,6,completed
TR02990,RT010,VH013,2024-03-05 18:08:00,2024-03-05 18:46:00,8,3,completed
TR02991,RT001,VH016,2024-03-06 05:55:00,2024-03-06 07:18:00,55,31,completed
TR02992,RT001,VH007,2024-03-06 08:07:00,2024-03-06 09:19:00,40,22,completed
TR02993,RT001,VH007,2024-03-06 10:05:00,2024-03-06 11:13:00,40,21,completed
TR02994,RT001,VH001,2024-03-06 11:59:00,2024-03-06 13:19:00,55,24,completed
TR02995,RT001,VH007,2024-03-06 13:50:00,2024-03-06 15:08:00,40,22,completed
TR02996,RT001,VH008,2024-03-06 15:53:00,2024-03-06 16:51:00,40,20,completed
TR02997,RT001,VH008,2024-03-06 17:55:00,2024-03-06 19:18:00,40,31,completed
TR02998,RT001,VH008,2024-03-06 20:10:00,2024-03-06 21:14:00,40,28,completed
TR02999,RT002,VH017,2024-03-06 05:59:00,2024-03-06 07:18:00,49,34,completed
TR03000,RT002,VH010,2024-03-06 08:43:00,2024-03-06 09:52:00,49,33,completed
TR03001,RT002,VH017,2024-03-06 11:12:00,2024-03-06 12:09:00,49,28,completed
TR03002,RT002,VH017,2024-03-06 14:00:00,2024-03-06 15:07:00,49,20,completed
TR03003,RT002,VH003,2024-03-06 16:44:00,2024-03-06 17:47:00,49,33,completed
TR03004,RT002,VH010,2024-03-06 19:21:00,2024-03-06 20:38:00,49,28,completed
TR03005,RT003,VH005,2024-03-06 05:59:00,2024-03-06 08:34:00,45,28,completed
TR03006,RT003,VH006,2024-03-06 10:09:00,2024-03-06 12:15:00,45,26,completed
TR03007,RT003,VH006,2024-03-06 13:51:00,2024-03-06 15:50:00,45,22,completed
TR03008,RT003,VH006,2024-03-06 18:02:00,2024-03-06 20:35:00,45,21,completed
TR03009,RT004,VH009,2024-03-06 06:03:00,2024-03-06 07:55:00,40,30,completed
TR03010,RT004,VH005,2024-03-06 09:10:00,2024-03-06 10:57:00,45,26,completed
TR03011,RT004,VH005,2024-03-06 12:20:00,2024-03-06 13:43:00,45,20,completed
TR03012,RT004,VH005,2024-03-06 15:40:00,2024-03-06 17:10:00,45,18,completed
TR03013,RT004,VH009,2024-03-06 18:48:00,2024-03-06 20:13:00,40,29,completed
TR03014,RT005,VH018,2024-03-06 05:59:00,2024-03-06 07:13:00,8,3,completed
TR03015,RT005,VH013,2024-03-06 11:26:00,2024-03-06 12:37:00,8,4,completed
TR03016,RT005,VH013,2024-03-06 16:34:00,2024-03-06 17:39:00,8,3,completed
TR03017,RT006,VH003,2024-03-06 05:52:00,2024-03-06 07:30:00,49,40,completed
TR03018,RT006,VH010,2024-03-06 10:03:00,2024-03-06 11:43:00,49,36,completed
TR03019,RT006,VH009,2024-03-06 14:09:00,2024-03-06 15:50:00,40,24,completed
TR03020,RT006,VH010,2024-03-06 17:56:00,2024-03-06 19:53:00,49,27,completed
TR03021,RT007,VH014,2024-03-06 06:00:00,2024-03-06 07:00:00,8,5,completed
TR03022,RT007,VH014,2024-03-06 11:14:00,2024-03-06 12:23:00,8,6,completed
TR03023,RT007,VH012,2024-03-06 16:35:00,2024-03-06 17:32:00,12,8,completed
TR03024,RT008,VH008,2024-03-06 05:54:00,2024-03-06 06:49:00,40,19,completed
TR03025,RT008,VH001,2024-03-06 08:42:00,2024-03-06 09:38:00,55,40,completed
TR03026,RT008,VH016,2024-03-06 11:12:00,2024-03-06 12:11:00,55,25,completed
TR03027,RT008,VH016,2024-03-06 13:53:00,2024-03-06 14:39:00,55,31,completed
TR03028,RT008,VH008,2024-03-06 16:37:00,2024-03-06 17:27:00,40,19,completed
TR03029,RT008,VH001,2024-03-06 19:19:00,2024-03-06 20:09:00,55,28,completed
TR03030,RT009,VH002,2024-03-06 06:02:00,2024-03-06 07:57:00,55,27,completed
TR03031,RT009,VH006,2024-03-06 11:19:00,2024-03-06 12:48:00,45,33,completed
TR03032,RT009,VH002,2024-03-06 16:32:00,2024-03-06 18:31:00,55,36,completed
TR03033,RT010,VH018,2024-03-06 06:02:00,2024-03-06 06:46:00,8,3,completed
TR03034,RT010,VH014,2024-03-06 10:08:00,2024-03-06 10:43:00,8,5,completed
TR03035,RT010,VH014,2024-03-06 14:01:00,2024-03-06 14:34:00,8,6,completed
TR03036,RT010,VH011,2024-03-06 17:52:00,2024-03-06 18:35:00,12,5,completed
TR03037,RT001,VH007,2024-03-07 05:55:00,2024-03-07 07:10:00,40,17,completed
TR03038,RT001,VH007,2024-03-07 08:02:00,2024-03-07 09:22:00,40,18,completed
