booking_id,trip_id,route_id,booking_datetime,passengers,fare_per_passenger,total_fare,payment_method,booking_status,channel
BK004913,TR00664,RT009,2025-02-03 14:15:00,2,14.75,29.5,bancontact,no_show,partner_api
BK004914,TR00664,RT009,2025-01-30 14:15:00,1,16.17,16.17,bancontact,completed,mobile_app
BK004915,TR00664,RT009,2025-02-04 14:15:00,2,12.19,24.38,credit_card,completed,partner_api
BK004916,TR00664,RT009,2025-02-19 14:15:00,3,14.6,43.8,debit_card,completed,mobile_app
BK004917,TR00664,RT009,2025-02-15 14:15:00,5,15.1,75.5,paypal,completed,mobile_app
BK004918,TR00664,RT009,2025-02-18 14:15:00,1,14.02,14.02,bancontact,completed,mobile_app
BK004919,TR00664,RT009,2025-02-07 14:15:00,1,12.83,12.83,ideal,completed,website
BK004920,TR00664,RT009,2025-02-21 14:15:00,2,14.08,28.16,debit_card,completed,website
BK004921,TR00664,RT009,2025-01-28 14:15:00,1,11.6,11.6,debit_card,completed,mobile_app
BK004922,TR00665,RT010,2025-01-30 06:30:00,2,19.96,39.92,credit_card,completed,mobile_app
BK004923,TR00665,RT010,2025-02-10 06:30:00,2,27.75,55.5,credit_card,cancelled,website
BK004924,TR00666,RT010,2025-01-26 14:45:00,1,26.52,26.52,paypal,completed,website
BK004925,TR00666,RT010,2025-01-28 14:45:00,3,22.54,67.62,bancontact,completed,mobile_app
BK004926,TR00666,RT010,2025-02-20 14:45:00,1,20.09,20.09,bancontact,completed,mobile_app
BK004927,TR00667,RT001,2025-02-03 08:45:00,1,11.26,11.26,credit_card,completed,partner_api
BK004928,TR00667,RT001,2025-01-24 08:45:00,2,12.6,25.2,ideal,completed,mobile_app
BK004929,TR00667,RT001,2025-02-10 08:45:00,3,15.25,45.75,ideal,completed,mobile_app
BK004930,TR00667,RT001,2025-02-19 08:45:00,1,14.41,14.41,debit_card,completed,partner_api
BK004931,TR00667,RT001,2025-02-19 08:45:00,2,11.53,23.06,paypal,completed,mobile_app
BK004932,TR00667,RT001,2025-01-27 08:45:00,3,11.61,34.83,credit_card,completed,mobile_app
BK004933,TR00667,RT001,2025-01-30 08:45:00,3,13.12,39.36,paypal,completed,website
BK004934,TR00667,RT001,2025-02-18 08:45:00,1,14.91,14.91,ideal,completed,mobile_app
BK004935,TR00667,RT001,2025-01-27 08:45:00,1,12.58,12.58,credit_card,completed,partner_api
BK004936,TR00667,RT001,2025-02-11 08:45:00,1,11.59,11.59,credit_card,no_show,partner_api
BK004937,TR00667,RT001,2025-02-01 08:45:00,2,11.26,22.52,debit_card,completed,partner_api
BK004938,TR00667,RT001,2025-02-06 08:45:00,2,11.94,23.88,debit_card,completed,website
BK004939,TR00667,RT001,2025-02-03 08:45:00,1,11.33,11.33,ideal,completed,mobile_app
BK004940,TR00667,RT001,2025-01-26 08:45:00,2,15.03,30.06,paypal,completed,partner_api
BK004941,TR00667,RT001,2025-02-03 08:45:00,3,13.82,41.46,bancontact,completed,mobile_app
BK004942,TR00667,RT001,2025-02-15 08:45:00,4,12.72,50.88,bancontact,completed,mobile_app
BK004943,TR00667,RT001,2025-02-18 08:45:00,3,13.75,41.25,paypal,completed,website
BK004944,TR00668,RT002,2025-02-09 06:45:00,2,15.49,30.98,bancontact,completed,mobile_app
BK004945,TR00668,RT002,2025-02-19 06:45:00,1,15.85,15.85,ideal,cancelled,mobile_app
BK004946,TR00668,RT002,2025-02-12 06:45:00,4,19.25,77.0,paypal,completed,mobile_app
BK004947,TR00668,RT002,2025-01-24 06:45:00,5,16.83,84.15,credit_card,completed,mobile_app
BK004948,TR00668,RT002,2025-02-12 06:45:00,3,16.26,48.78,debit_card,completed,partner_api
BK004949,TR00668,RT002,2025-01-28 06:45:00,1,15.53,15.53,bancontact,completed,partner_api
BK004950,TR00668,RT002,2025-02-06 06:45:00,3,17.49,52.47,paypal,completed,website
BK004951,TR00668,RT002,2025-01-27 06:45:00,2,14.12,28.24,paypal,completed,website
BK004952,TR00669,RT002,2025-01-31 14:45:00,1,18.79,18.79,debit_card,completed,website
BK004953,TR00669,RT002,2025-01-26 14:45:00,2,14.83,29.66,credit_card,cancelled,partner_api
BK004954,TR00669,RT002,2025-02-18 14:45:00,2,18.43,36.86,debit_card,completed,partner_api
BK004955,TR00669,RT002,2025-02-14 14:45:00,5,15.17,75.85,credit_card,completed,mobile_app
BK004956,TR00669,RT002,2025-02-07 14:45:00,1,17.26,17.26,ideal,completed,website
BK004957,TR00669,RT002,2025-02-08 14:45:00,1,14.44,14.44,debit_card,completed,website
BK004958,TR00669,RT002,2025-02-01 14:45:00,5,18.07,90.35,bancontact,completed,partner_api
BK004959,TR00669,RT002,2025-02-02 14:45:00,2,13.26,26.52,credit_card,completed,mobile_app
BK004960,TR00669,RT002,2025-01-27 14:45:00,3,15.13,45.39,credit_card,cancelled,partner_api
BK004961,TR00669,RT002,2025-02-17 14:45:00,4,12.9,51.6,debit_card,completed,mobile_app
BK004962,TR00669,RT002,2025-02-11 14:45:00,3,15.49,46.47,paypal,completed,website
BK004963,TR00670,RT003,2025-02-21 06:00:00,3,14.93,44.79,bancontact,completed,website
BK004964,TR00670,RT003,2025-01-27 06:00:00,1,18.94,18.94,debit_card,completed,partner_api
BK004965,TR00670,RT003,2025-01-31 06:00:00,1,15.82,15.82,credit_card,completed,partner_api
BK004966,TR00670,RT003,2025-01-25 06:00:00,1,17.83,17.83,ideal,completed,website
BK004967,TR00670,RT003,2025-02-11 06:00:00,3,14.87,44.61,paypal,cancelled,website
BK004968,TR00670,RT003,2025-01-31 06:00:00,1,18.31,18.31,paypal,completed,partner_api
BK004969,TR00670,RT003,2025-02-07 06:00:00,5,18.23,91.15,paypal,completed,mobile_app
BK004970,TR00670,RT003,2025-02-13 06:00:00,2,18.61,37.22,ideal,completed,website
BK004971,TR00670,RT003,2025-02-15 06:00:00,1,20.75,20.75,bancontact,completed,partner_api
BK004972,TR00670,RT003,2025-01-26 06:00:00,4,21.22,84.88,credit_card,completed,partner_api
BK004973,TR00670,RT003,2025-02-13 06:00:00,4,16.03,64.12,credit_card,completed,partner_api
BK004974,TR00670,RT003,2025-02-21 06:00:00,1,15.13,15.13,credit_card,completed,mobile_app
BK004975,TR00670,RT003,2025-02-01 06:00:00,3,20.49,61.47,paypal,completed,partner_api
BK004976,TR00670,RT003,2025-01-30 06:00:00,1,17.25,17.25,paypal,completed,website
BK004977,TR00671,RT003,2025-01-30 14:45:00,5,19.67,98.35,debit_card,completed,website
BK004978,TR00671,RT003,2025-02-15 14:45:00,1,19.71,19.71,credit_card,no_show,partner_api
BK004979,TR00671,RT003,2025-02-19 14:45:00,4,21.46,85.84,debit_card,completed,website
BK004980,TR00671,RT003,2025-02-20 14:45:00,3,18.51,55.53,credit_card,completed,mobile_app
BK004981,TR00671,RT003,2025-02-15 14:45:00,3,18.8,56.4,ideal,completed,mobile_app
BK004982,TR00671,RT003,2025-02-19 14:45:00,5,19.54,97.7,credit_card,completed,partner_api
BK004983,TR00671,RT003,2025-02-18 14:45:00,4,21.56,86.24,debit_card,no_show,partner_api
BK004984,TR00672,RT004,2025-02-04 06:15:00,2,19.86,39.72,credit_card,completed,partner_api
BK004985,TR00672,RT004,2025-01-28 06:15:00,1,19.53,19.53,bancontact,completed,mobile_app
BK004986,TR00672,RT004,2025-02-13 06:15:00,1,16.07,16.07,credit_card,completed,website
BK004987,TR00672,RT004,2025-02-11 06:15:00,3,18.39,55.17,ideal,completed,partner_api
BK004988,TR00672,RT004,2025-02-04 06:15:00,1,16.31,16.31,ideal,cancelled,website
BK004989,TR00672,RT004,2025-02-17 06:15:00,2,13.63,27.26,paypal,completed,partner_api
BK004990,TR00672,RT004,2025-02-07 06:15:00,1,15.13,15.13,bancontact,completed,website
BK004991,TR00672,RT004,2025-02-21 06:15:00,1,13.59,13.59,credit_card,completed,partner_api
BK004992,TR00672,RT004,2025-01-29 06:15:00,1,18.34,18.34,bancontact,completed,mobile_app
BK004993,TR00672,RT004,2025-02-15 06:15:00,3,17.91,53.73,credit_card,completed,website
BK004994,TR00672,RT004,2025-02-15 06:15:00,2,18.65,37.3,bancontact,completed,website
BK004995,TR00672,RT004,2025-02-12 06:15:00,2,20.46,40.92,paypal,completed,partner_api
BK004996,TR00672,RT004,2025-01-31 06:15:00,3,19.66,58.98,ideal,completed,mobile_app
BK004997,TR00672,RT004,2025-02-17 06:15:00,2,17.63,35.26,bancontact,completed,mobile_app
BK004998,TR00673,RT004,2025-01-30 14:30:00,2,18.7,37.4,credit_card,completed,website
BK004999,TR00673,RT004,2025-02-02 14:30:00,3,14.32,42.96,paypal,completed,partner_api
BK005000,TR00673,RT004,2025-02-05 14:30:00,2,19.05,38.1,ideal,completed,partner_api
BK005001,TR00673,RT004,2025-02-21 14:30:00,1,16.71,16.71,bancontact,completed,mobile_app
BK005002,TR00673,RT004,2025-02-18 14:30:00,1,14.87,14.87,ideal,completed,mobile_app
BK005003,TR00673,RT004,2025-02-18 14:30:00,2,17.9,35.8,paypal,completed,partner_api
BK005004,TR00673,RT004,2025-02-06 14:30:00,4,17.79,71.16,credit_card,completed,website
BK005005,TR00673,RT004,2025-02-22 14:30:00,5,15.01,75.05,credit_card,completed,partner_api
BK005006,TR00673,RT004,2025-02-18 14:30:00,1,18.09,18.09,credit_card,completed,website
BK005007,TR00673,RT004,2025-01-25 14:30:00,5,20.02,100.1,debit_card,completed,partner_api
BK005008,TR00674,RT005,2025-02-12 08:15:00,2,35.52,71.04,credit_card,cancelled,website
BK005009,TR00674,RT005,2025-02-02 08:15:00,2,30.7,61.4,bancontact,completed,mobile_app
BK005010,TR00674,RT005,2025-01-30 08:15:00,3,36.81,110.43,credit_card,completed,website
BK005011,TR00675,RT006,2025-02-10 08:15:00,1,8.97,8.97,bancontact,completed,partner_api
BK005012,TR00675,RT006,2025-02-17 08:15:00,3,9.03,27.09,ideal,completed,website
BK005013,TR00675,RT006,2025-02-13 08:15:00,1,9.44,9.44,paypal,completed,partner_api
BK005014,TR00675,RT006,2025-02-11 08:15:00,1,11.3,11.3,paypal,cancelled,mobile_app
BK005015,TR00675,RT006,2025-02-17 08:15:00,1,11.11,11.11,paypal,completed,partner_api
BK005016,TR00675,RT006,2025-02-04 08:15:00,1,12.53,12.53,paypal,completed,website
BK005017,TR00675,RT006,2025-01-24 08:15:00,3,10.74,32.22,ideal,completed,mobile_app
BK005018,TR00675,RT006,2025-01-29 08:15:00,4,11.9,47.6,debit_card,completed,mobile_app
BK005019,TR00675,RT006,2025-01-29 08:15:00,5,12.71,63.55,bancontact,completed,mobile_app
BK005020,TR00675,RT006,2025-02-09 08:15:00,1,12.98,12.98,paypal,completed,partner_api
BK005021,TR00676,RT007,2025-01-30 08:30:00,2,26.84,53.68,credit_card,completed,partner_api
BK005022,TR00676,RT007,2025-01-27 08:30:00,2,25.36,50.72,ideal,completed,partner_api
BK005023,TR00677,RT008,2025-02-14 08:30:00,2,12.45,24.9,paypal,refunded,website
BK005024,TR00677,RT008,2025-02-12 08:30:00,1,10.23,10.23,bancontact,refunded,website
BK005025,TR00677,RT008,2025-02-09 08:30:00,2,12.78,25.56,bancontact,refunded,mobile_app
BK005026,TR00678,RT009,2025-02-09 08:30:00,1,16.78,16.78,bancontact,completed,mobile_app
BK005027,TR00678,RT009,2025-01-30 08:30:00,3,11.76,35.28,paypal,completed,partner_api
BK005028,TR00678,RT009,2025-01-31 08:30:00,2,16.57,33.14,ideal,no_show,website
BK005029,TR00678,RT009,2025-01-27 08:30:00,2,16.23,32.46,paypal,completed,website
BK005030,TR00678,RT009,2025-02-18 08:30:00,3,12.1,36.3,paypal,completed,website
BK005031,TR00678,RT009,2025-02-17 08:30:00,4,15.3,61.2,bancontact,completed,website
BK005032,TR00678,RT009,2025-02-17 08:30:00,1,12.54,12.54,debit_card,completed,partner_api
BK005033,TR00678,RT009,2025-02-01 08:30:00,1,15.0,15.0,paypal,completed,partner_api
BK005034,TR00678,RT009,2025-01-25 08:30:00,4,17.42,69.68,ideal,completed,mobile_app
BK005035,TR00678,RT009,2025-02-19 08:30:00,1,17.28,17.28,paypal,completed,partner_api
BK005036,TR00678,RT009,2025-02-07 08:30:00,2,15.06,30.12,paypal,completed,partner_api
BK005037,TR00679,RT010,2025-02-12 08:45:00,1,25.36,25.36,bancontact,completed,partner_api
BK005038,TR00679,RT010,2025-02-12 08:45:00,1,28.45,28.45,debit_card,completed,mobile_app
BK005039,TR00679,RT010,2025-02-04 08:45:00,2,25.24,50.48,bancontact,completed,partner_api
BK005040,TR00679,RT010,2025-02-09 08:45:00,2,26.15,52.3,debit_card,completed,mobile_app
BK005041,TR00680,RT001,2025-02-04 06:00:00,5,13.68,68.4,debit_card,completed,website
BK005042,TR00680,RT001,2025-02-02 06:00:00,2,12.76,25.52,debit_card,completed,website
BK005043,TR00680,RT001,2025-02-06 06:00:00,2,10.44,20.88,paypal,completed,partner_api
BK005044,TR00680,RT001,2025-02-20 06:00:00,2,14.34,28.68,bancontact,completed,mobile_app
BK005045,TR00680,RT001,2025-02-23 06:00:00,1,12.49,12.49,bancontact,completed,partner_api
BK005046,TR00680,RT001,2025-02-13 06:00:00,1,14.9,14.9,paypal,completed,partner_api
BK005047,TR00680,RT001,2025-01-30 06:00:00,5,11.94,59.7,credit_card,completed,partner_api
BK005048,TR00680,RT001,2025-02-15 06:00:00,3,15.06,45.18,paypal,completed,partner_api
BK005049,TR00680,RT001,2025-02-17 06:00:00,2,14.39,28.78,paypal,completed,mobile_app
BK005050,TR00680,RT001,2025-02-21 06:00:00,3,11.67,35.01,paypal,completed,website
BK005051,TR00680,RT001,2025-02-14 06:00:00,1,12.95,12.95,bancontact,completed,website
BK005052,TR00681,RT001,2025-02-13 14:30:00,2,13.06,26.12,paypal,refunded,partner_api
BK005053,TR00681,RT001,2025-02-06 14:30:00,2,10.93,21.86,ideal,refunded,website
BK005054,TR00681,RT001,2025-02-12 14:30:00,1,11.97,11.97,paypal,refunded,website
BK005055,TR00682,RT002,2025-02-04 08:30:00,2,18.72,37.44,debit_card,completed,mobile_app
BK005056,TR00682,RT002,2025-02-09 08:30:00,2,15.76,31.52,ideal,cancelled,partner_api
BK005057,TR00682,RT002,2025-02-23 08:30:00,5,17.18,85.9,ideal,cancelled,website
BK005058,TR00682,RT002,2025-02-15 08:30:00,4,15.6,62.4,paypal,completed,website
BK005059,TR00682,RT002,2025-01-29 08:30:00,1,16.4,16.4,debit_card,completed,mobile_app
BK005060,TR00682,RT002,2025-01-30 08:30:00,4,14.85,59.4,bancontact,completed,mobile_app
BK005061,TR00682,RT002,2025-02-09 08:30:00,2,13.82,27.64,ideal,completed,partner_api
BK005062,TR00682,RT002,2025-02-19 08:30:00,3,13.63,40.89,credit_card,completed,mobile_app
BK005063,TR00682,RT002,2025-01-26 08:30:00,2,17.28,34.56,credit_card,completed,mobile_app
BK005064,TR00682,RT002,2025-02-03 08:30:00,4,18.48,73.92,ideal,completed,website
BK005065,TR00683,RT003,2025-02-16 08:15:00,1,15.75,15.75,credit_card,completed,partner_api
BK005066,TR00683,RT003,2025-01-30 08:15:00,1,21.51,21.51,paypal,completed,partner_api
BK005067,TR00683,RT003,2025-02-20 08:15:00,3,17.39,52.17,ideal,completed,website
BK005068,TR00683,RT003,2025-01-26 08:15:00,3,19.05,57.15,paypal,completed,partner_api
BK005069,TR00683,RT003,2025-02-08 08:15:00,3,15.98,47.94,bancontact,completed,partner_api
BK005070,TR00683,RT003,2025-02-21 08:15:00,3,18.98,56.94,bancontact,completed,partner_api
BK005071,TR00684,RT004,2025-02-08 08:00:00,2,18.57,37.14,credit_card,completed,partner_api
BK005072,TR00684,RT004,2025-02-02 08:00:00,2,18.02,36.04,credit_card,completed,website
BK005073,TR00684,RT004,2025-02-08 08:00:00,3,15.19,45.57,debit_card,completed,website
BK005074,TR00684,RT004,2025-02-18 08:00:00,1,15.42,15.42,ideal,completed,website
BK005075,TR00684,RT004,2025-01-30 08:00:00,3,19.8,59.4,ideal,completed,partner_api
BK005076,TR00684,RT004,2025-02-16 08:00:00,2,17.82,35.64,bancontact,completed,mobile_app
BK005077,TR00684,RT004,2025-02-22 08:00:00,3,17.92,53.76,credit_card,completed,website
BK005078,TR00684,RT004,2025-01-31 08:00:00,3,14.75,44.25,bancontact,completed,website
BK005079,TR00684,RT004,2025-02-14 08:00:00,1,13.9,13.9,debit_card,completed,mobile_app
BK005080,TR00684,RT004,2025-01-30 08:00:00,1,17.03,17.03,bancontact,completed,website
BK005081,TR00685,RT005,2025-02-12 06:00:00,2,27.98,55.96,credit_card,completed,mobile_app
BK005082,TR00685,RT005,2025-02-13 06:00:00,1,33.38,33.38,bancontact,cancelled,website
BK005083,TR00686,RT005,2025-02-03 14:45:00,1,34.85,34.85,paypal,completed,website
BK005084,TR00686,RT005,2025-02-08 14:45:00,1,34.63,34.63,credit_card,completed,partner_api
BK005085,TR00686,RT005,2025-02-16 14:45:00,4,33.18,132.72,credit_card,completed,website
BK005086,TR00687,RT006,2025-02-17 08:15:00,2,11.54,23.08,debit_card,completed,website
BK005087,TR00687,RT006,2025-02-08 08:15:00,4,11.82,47.28,paypal,completed,partner_api
BK005088,TR00687,RT006,2025-02-16 08:15:00,4,8.91,35.64,paypal,completed,partner_api
BK005089,TR00687,RT006,2025-02-18 08:15:00,1,10.34,10.34,credit_card,completed,website
BK005090,TR00687,RT006,2025-02-19 08:15:00,3,10.01,30.03,ideal,completed,partner_api
BK005091,TR00687,RT006,2025-02-14 08:15:00,2,10.16,20.32,credit_card,completed,website
BK005092,TR00687,RT006,2025-02-03 08:15:00,2,10.53,21.06,debit_card,completed,website
BK005093,TR00687,RT006,2025-01-28 08:15:00,2,12.75,25.5,credit_card,completed,mobile_app
BK005094,TR00687,RT006,2025-02-10 08:15:00,4,11.45,45.8,paypal,completed,partner_api
BK005095,TR00687,RT006,2025-01-28 08:15:00,1,10.25,10.25,credit_card,completed,partner_api
BK005096,TR00688,RT007,2025-02-22 08:15:00,1,29.39,29.39,credit_card,completed,website
BK005097,TR00688,RT007,2025-02-04 08:15:00,1,24.13,24.13,bancontact,completed,mobile_app
BK005098,TR00689,RT008,2025-02-05 08:15:00,1,10.01,10.01,bancontact,completed,mobile_app
BK005099,TR00689,RT008,2025-02-05 08:15:00,2,12.25,24.5,paypal,completed,partner_api
BK005100,TR00689,RT008,2025-01-31 08:15:00,4,12.24,48.96,debit_card,completed,mobile_app
BK005101,TR00689,RT008,2025-02-02 08:15:00,1,13.52,13.52,credit_card,completed,mobile_app
BK005102,TR00689,RT008,2025-02-14 08:15:00,2,13.25,26.5,credit_card,cancelled,mobile_app
BK005103,TR00689,RT008,2025-02-05 08:15:00,4,11.39,45.56,credit_card,completed,mobile_app
BK005104,TR00689,RT008,2025-01-27 08:15:00,4,10.96,43.84,paypal,completed,mobile_app
BK005105,TR00689,RT008,2025-02-08 08:15:00,2,13.31,26.62,credit_card,completed,mobile_app
BK005106,TR00689,RT008,2025-02-19 08:15:00,3,10.14,30.42,bancontact,completed,partner_api
BK005107,TR00690,RT009,2025-02-14 08:15:00,2,16.32,32.64,credit_card,completed,partner_api
BK005108,TR00690,RT009,2025-02-15 08:15:00,3,16.91,50.73,credit_card,completed,mobile_app
BK005109,TR00690,RT009,2025-02-21 08:15:00,5,13.26,66.3,bancontact,completed,website
BK005110,TR00690,RT009,2025-02-04 08:15:00,1,14.13,14.13,ideal,completed,mobile_app
BK005111,TR00690,RT009,2025-02-17 08:15:00,1,12.8,12.8,ideal,completed,website
BK005112,TR00690,RT009,2025-01-31 08:15:00,3,17.53,52.59,paypal,completed,mobile_app
BK005113,TR00690,RT009,2025-02-20 08:15:00,4,12.47,49.88,paypal,completed,website
BK005114,TR00690,RT009,2025-02-02 08:15:00,2,16.65,33.3,credit_card,completed,website
BK005115,TR00691,RT010,2025-02-16 08:30:00,1,20.06,20.06,ideal,cancelled,website
BK005116,TR00691,RT010,2025-02-21 08:30:00,1,21.65,21.65,paypal,completed,website
BK005117,TR00691,RT010,2025-02-02 08:30:00,4,19.19,76.76,ideal,completed,website
BK005118,TR00691,RT010,2025-01-25 08:30:00,1,24.6,24.6,bancontact,completed,mobile_app
BK005119,TR00692,RT001,2025-02-13 08:30:00,5,11.33,56.65,credit_card,completed,partner_api
BK005120,TR00692,RT001,2025-02-04 08:30:00,2,13.06,26.12,paypal,completed,partner_api
BK005121,TR00692,RT001,2025-01-30 08:30:00,5,15.02,75.1,ideal,completed,website
BK005122,TR00692,RT001,2025-02-05 08:30:00,1,10.67,10.67,paypal,completed,website
BK005123,TR00692,RT001,2025-02-13 08:30:00,3,13.21,39.63,bancontact,completed,partner_api
BK005124,TR00692,RT001,2025-02-02 08:30:00,3,12.99,38.97,bancontact,completed,website
BK005125,TR00692,RT001,2025-02-05 08:30:00,4,14.51,58.04,debit_card,completed,partner_api
BK005126,TR00692,RT001,2025-02-02 08:30:00,1,14.62,14.62,paypal,completed,website
BK005127,TR00692,RT001,2025-02-16 08:30:00,3,10.21,30.63,bancontact,completed,partner_api
BK005128,TR00692,RT001,2025-02-14 08:30:00,3,15.5,46.5,paypal,completed,website
BK005129,TR00692,RT001,2025-02-10 08:30:00,1,13.24,13.24,bancontact,completed,mobile_app
BK005130,TR00692,RT001,2025-02-23 08:30:00,1,10.27,10.27,bancontact,completed,partner_api
BK005131,TR00693,RT002,2025-02-20 08:15:00,5,13.99,69.95,debit_card,completed,partner_api
BK005132,TR00693,RT002,2025-02-23 08:15:00,5,18.38,91.9,bancontact,completed,partner_api
BK005133,TR00693,RT002,2025-01-31 08:15:00,1,17.74,17.74,credit_card,completed,mobile_app
BK005134,TR00693,RT002,2025-02-04 08:15:00,1,13.64,13.64,bancontact,completed,partner_api
BK005135,TR00693,RT002,2025-02-19 08:15:00,3,16.1,48.3,ideal,completed,partner_api
BK005136,TR00693,RT002,2025-02-24 08:15:00,1,16.61,16.61,credit_card,no_show,website
BK005137,TR00693,RT002,2025-02-13 08:15:00,1,18.85,18.85,bancontact,completed,partner_api
BK005138,TR00693,RT002,2025-02-22 08:15:00,2,16.79,33.58,paypal,completed,website
BK005139,TR00693,RT002,2025-01-29 08:15:00,2,16.14,32.28,ideal,completed,website
BK005140,TR00693,RT002,2025-02-05 08:15:00,5,14.7,73.5,credit_card,completed,mobile_app
BK005141,TR00693,RT002,2025-01-29 08:15:00,2,16.67,33.34,debit_card,completed,partner_api
BK005142,TR00693,RT002,2025-01-31 08:15:00,1,13.35,13.35,ideal,completed,partner_api
BK005143,TR00693,RT002,2025-02-12 08:15:00,2,13.46,26.92,credit_card,completed,website
BK005144,TR00693,RT002,2025-02-13 08:15:00,1,13.07,13.07,credit_card,completed,website
BK005145,TR00694,RT003,2025-02-21 08:15:00,2,17.43,34.86,debit_card,completed,website
BK005146,TR00694,RT003,2025-01-29 08:15:00,1,15.5,15.5,credit_card,completed,website
BK005147,TR00694,RT003,2025-02-12 08:15:00,5,14.6,73.0,bancontact,completed,mobile_app
BK005148,TR00694,RT003,2025-02-06 08:15:00,2,16.84,33.68,ideal,completed,partner_api
BK005149,TR00694,RT003,2025-01-30 08:15:00,1,16.52,16.52,credit_card,completed,partner_api
BK005150,TR00694,RT003,2025-01-26 08:15:00,3,16.51,49.53,credit_card,completed,mobile_app
BK005151,TR00694,RT003,2025-02-19 08:15:00,1,14.81,14.81,bancontact,completed,website
BK005152,TR00694,RT003,2025-02-18 08:15:00,2,15.92,31.84,ideal,cancelled,website
BK005153,TR00694,RT003,2025-02-20 08:15:00,1,15.32,15.32,bancontact,completed,website
BK005154,TR00695,RT004,2025-01-31 08:00:00,3,14.99,44.97,credit_card,completed,website
BK005155,TR00695,RT004,2025-02-24 08:00:00,2,15.18,30.36,ideal,completed,mobile_app
BK005156,TR00695,RT004,2025-01-26 08:00:00,3,17.5,52.5,paypal,completed,website
BK005157,TR00695,RT004,2025-02-19 08:00:00,4,14.61,58.44,ideal,completed,mobile_app
BK005158,TR00695,RT004,2025-02-03 08:00:00,5,18.92,94.6,ideal,completed,website
BK005159,TR00695,RT004,2025-02-22 08:00:00,4,16.61,66.44,paypal,completed,partner_api
BK005160,TR00695,RT004,2025-02-12 08:00:00,3,13.9,41.7,paypal,completed,partner_api
BK005161,TR00696,RT005,2025-02-19 08:15:00,4,36.26,145.04,debit_card,completed,mobile_app
BK005162,TR00697,RT006,2025-02-11 08:30:00,1,12.9,12.9,ideal,completed,partner_api
BK005163,TR00697,RT006,2025-01-26 08:30:00,4,9.25,37.0,ideal,completed,website
BK005164,TR00697,RT006,2025-02-06 08:30:00,2,11.4,22.8,paypal,completed,mobile_app
BK005165,TR00697,RT006,2025-02-15 08:30:00,5,11.9,59.5,debit_card,completed,partner_api
BK005166,TR00697,RT006,2025-02-11 08:30:00,1,11.19,11.19,debit_card,completed,mobile_app
BK005167,TR00697,RT006,2025-02-23 08:30:00,1,10.52,10.52,debit_card,completed,mobile_app
BK005168,TR00697,RT006,2025-02-04 08:30:00,1,12.29,12.29,credit_card,no_show,partner_api
BK005169,TR00697,RT006,2025-01-31 08:30:00,3,9.81,29.43,bancontact,completed,mobile_app
BK005170,TR00697,RT006,2025-02-21 08:30:00,4,9.5,38.0,credit_card,completed,mobile_app
BK005171,TR00697,RT006,2025-01-27 08:30:00,2,10.04,20.08,bancontact,completed,mobile_app
BK005172,TR00697,RT006,2025-01-31 08:30:00,1,8.91,8.91,paypal,completed,mobile_app
BK005173,TR00698,RT007,2025-02-22 06:45:00,4,24.12,96.48,paypal,completed,website
BK005174,TR00699,RT007,2025-01-30 14:00:00,3,26.48,79.44,bancontact,completed,mobile_app
BK005175,TR00700,RT008,2025-01-30 06:00:00,4,9.48,37.92,paypal,completed,partner_api
BK005176,TR00700,RT008,2025-02-13 06:00:00,3,11.18,33.54,debit_card,cancelled,mobile_app
BK005177,TR00700,RT008,2025-02-07 06:00:00,1,10.65,10.65,bancontact,completed,mobile_app
BK005178,TR00700,RT008,2025-02-02 06:00:00,2,13.17,26.34,debit_card,completed,mobile_app
BK005179,TR00700,RT008,2025-02-04 06:00:00,3,13.91,41.73,credit_card,completed,partner_api
BK005180,TR00700,RT008,2025-02-12 06:00:00,3,10.85,32.55,ideal,completed,mobile_app
BK005181,TR00700,RT008,2025-02-09 06:00:00,2,10.62,21.24,bancontact,completed,mobile_app
BK005182,TR00700,RT008,2025-01-26 06:00:00,1,12.78,12.78,ideal,completed,mobile_app
BK005183,TR00700,RT008,2025-02-17 06:00:00,1,13.13,13.13,bancontact,completed,website
BK005184,TR00701,RT008,2025-01-28 14:45:00,2,9.38,18.76,ideal,completed,partner_api
BK005185,TR00701,RT008,2025-02-05 14:45:00,3,13.93,41.79,credit_card,completed,website
BK005186,TR00701,RT008,2025-01-27 14:45:00,4,13.78,55.12,debit_card,completed,mobile_app
BK005187,TR00701,RT008,2025-02-02 14:45:00,2,9.7,19.4,bancontact,completed,partner_api
BK005188,TR00701,RT008,2025-02-18 14:45:00,1,11.01,11.01,credit_card,completed,website
BK005189,TR00701,RT008,2025-02-01 14:45:00,4,12.93,51.72,paypal,completed,partner_api
BK005190,TR00701,RT008,2025-02-22 14:45:00,3,10.29,30.87,bancontact,completed,mobile_app
BK005191,TR00701,RT008,2025-02-18 14:45:00,2,9.63,19.26,credit_card,completed,partner_api
BK005192,TR00701,RT008,2025-02-17 14:45:00,3,11.21,33.63,credit_card,completed,website
BK005193,TR00701,RT008,2025-02-16 14:45:00,1,13.34,13.34,credit_card,completed,partner_api
BK005194,TR00701,RT008,2025-02-06 14:45:00,5,10.13,50.65,paypal,completed,website
BK005195,TR00702,RT009,2025-02-09 06:00:00,3,12.76,38.28,credit_card,completed,mobile_app
BK005196,TR00702,RT009,2025-02-20 06:00:00,2,15.85,31.7,bancontact,completed,partner_api
