scheduled_trip_id,trip_id,route_id,vehicle_id,scheduled_departure_at,scheduled_arrival_at,service_type,schedule_version
ST01174,TR01174,RT010,VH012,2025-03-27 10:00:00,2025-03-27 10:39:00,regular,2025-Q2
ST01175,TR01175,RT001,VH008,2025-03-28 06:00:00,2025-03-28 07:14:00,regular,2024-Q4
ST01176,TR01176,RT001,VH016,2025-03-28 14:00:00,2025-03-28 15:14:00,express,2024-Q4
ST01177,TR01177,RT002,VH008,2025-03-28 08:45:00,2025-03-28 09:56:00,peak_hour,2024-Q4
ST01178,TR01178,RT003,VH003,2025-03-28 06:00:00,2025-03-28 08:23:00,peak_hour,2025-Q1
ST01179,TR01179,RT003,VH001,2025-03-28 14:00:00,2025-03-28 16:23:00,express,2025-Q2
ST01180,TR01180,RT004,VH002,2025-03-28 06:00:00,2025-03-28 07:41:00,regular,2025-Q1
ST01181,TR01181,RT004,VH016,2025-03-28 15:30:00,2025-03-28 17:11:00,peak_hour,2024-Q4
ST01182,TR01182,RT005,VH015,2025-03-28 06:00:00,2025-03-28 07:15:00,regular,2024-Q4
ST01183,TR01183,RT005,VH011,2025-03-28 14:30:00,2025-03-28 15:45:00,regular,2025-Q2
ST01184,TR01184,RT006,VH003,2025-03-28 10:00:00,2025-03-28 11:45:00,express,2024-Q4
ST01185,TR01185,RT007,VH018,2025-03-28 06:00:00,2025-03-28 07:02:00,peak_hour,2025-Q1
ST01186,TR01186,RT008,VH016,2025-03-28 06:00:00,2025-03-28 06:53:00,express,2024-Q4
ST01187,TR01187,RT008,VH003,2025-03-28 14:00:00,2025-03-28 14:53:00,regular,2024-Q4
ST01188,TR01188,RT009,VH010,2025-03-28 06:00:00,2025-03-28 07:53:00,regular,2024-Q4
ST01189,TR01189,RT009,VH010,2025-03-28 14:30:00,2025-03-28 16:23:00,regular,2025-Q2
ST01190,TR01190,RT010,VH018,2025-03-28 06:00:00,2025-03-28 06:39:00,express,2024-Q4
ST01191,TR01191,RT010,VH013,2025-03-28 14:00:00,2025-03-28 14:39:00,regular,2024-Q4
ST01192,TR01192,RT001,VH010,2025-03-29 06:00:00,2025-03-29 07:14:00,regular,2024-Q4
ST01193,TR01193,RT001,VH003,2025-03-29 14:00:00,2025-03-29 15:14:00,regular,2024-Q4
ST01194,TR01194,RT002,VH010,2025-03-29 06:00:00,2025-03-29 07:11:00,regular,2025-Q1
ST01195,TR01195,RT002,VH008,2025-03-29 14:00:00,2025-03-29 15:11:00,regular,2025-Q2
ST01196,TR01196,RT003,VH002,2025-03-29 06:00:00,2025-03-29 08:23:00,regular,2025-Q2
ST01197,TR01197,RT004,VH016,2025-03-29 06:00:00,2025-03-29 07:41:00,regular,2025-Q2
ST01198,TR01198,RT004,VH004,2025-03-29 12:30:00,2025-03-29 14:11:00,peak_hour,2024-Q4
ST01199,TR01199,RT005,VH013,2025-03-29 08:45:00,2025-03-29 10:00:00,regular,2024-Q4
ST01200,TR01200,RT006,VH017,2025-03-29 06:00:00,2025-03-29 07:45:00,peak_hour,2025-Q2
ST01201,TR01201,RT006,VH002,2025-03-29 14:00:00,2025-03-29 15:45:00,regular,2025-Q1
ST01202,TR01202,RT007,VH018,2025-03-29 06:00:00,2025-03-29 07:02:00,regular,2025-Q2
ST01203,TR01203,RT007,VH013,2025-03-29 16:45:00,2025-03-29 17:47:00,peak_hour,2025-Q2
ST01204,TR01204,RT008,VH009,2025-03-29 06:00:00,2025-03-29 06:53:00,peak_hour,2025-Q2
ST01205,TR01205,RT008,VH010,2025-03-29 14:00:00,2025-03-29 14:53:00,express,2025-Q2
ST01206,TR01206,RT009,VH010,2025-03-29 06:00:00,2025-03-29 07:53:00,regular,2025-Q1
ST01207,TR01207,RT009,VH001,2025-03-29 14:30:00,2025-03-29 16:23:00,peak_hour,2025-Q2
ST01208,TR01208,RT010,VH018,2025-03-29 10:00:00,2025-03-29 10:39:00,regular,2025-Q2
ST01209,TR01209,RT001,VH002,2025-03-30 06:00:00,2025-03-30 07:14:00,regular,2025-Q1
ST01210,TR01210,RT001,VH016,2025-03-30 14:00:00,2025-03-30 15:14:00,regular,2025-Q1
ST01211,TR01211,RT002,VH001,2025-03-30 08:45:00,2025-03-30 09:56:00,regular,2025-Q2
ST01212,TR01212,RT003,VH007,2025-03-30 06:00:00,2025-03-30 08:23:00,regular,2024-Q4
ST01213,TR01213,RT003,VH003,2025-03-30 14:00:00,2025-03-30 16:23:00,regular,2025-Q2
ST01214,TR01214,RT004,VH017,2025-03-30 06:00:00,2025-03-30 07:41:00,regular,2025-Q1
ST01215,TR01215,RT004,VH002,2025-03-30 15:30:00,2025-03-30 17:11:00,peak_hour,2025-Q2
ST01216,TR01216,RT005,VH013,2025-03-30 06:00:00,2025-03-30 07:15:00,regular,2025-Q1
ST01217,TR01217,RT005,VH018,2025-03-30 14:15:00,2025-03-30 15:30:00,regular,2024-Q4
ST01218,TR01218,RT006,VH002,2025-03-30 06:00:00,2025-03-30 07:45:00,regular,2025-Q1
ST01219,TR01219,RT006,VH004,2025-03-30 14:00:00,2025-03-30 15:45:00,regular,2025-Q2
ST01220,TR01220,RT007,VH018,2025-03-30 06:00:00,2025-03-30 07:02:00,regular,2025-Q1
ST01221,TR01221,RT007,VH012,2025-03-30 14:30:00,2025-03-30 15:32:00,peak_hour,2024-Q4
ST01222,TR01222,RT008,VH001,2025-03-30 06:00:00,2025-03-30 06:53:00,regular,2024-Q4
ST01223,TR01223,RT008,VH007,2025-03-30 14:00:00,2025-03-30 14:53:00,regular,2025-Q1
ST01224,TR01224,RT009,VH006,2025-03-30 06:00:00,2025-03-30 07:53:00,express,2025-Q2
ST01225,TR01225,RT009,VH010,2025-03-30 14:00:00,2025-03-30 15:53:00,regular,2024-Q4
ST01226,TR01226,RT010,VH018,2025-03-30 06:00:00,2025-03-30 06:39:00,regular,2025-Q2
ST01227,TR01227,RT010,VH012,2025-03-30 14:00:00,2025-03-30 14:39:00,express,2025-Q2
ST01228,TR01228,RT001,VH005,2025-03-31 06:00:00,2025-03-31 07:14:00,regular,2024-Q4
ST01229,TR01229,RT001,VH003,2025-03-31 14:00:00,2025-03-31 15:14:00,peak_hour,2025-Q1
ST01230,TR01230,RT002,VH002,2025-03-31 08:45:00,2025-03-31 09:56:00,regular,2024-Q4
ST01231,TR01231,RT003,VH006,2025-03-31 06:00:00,2025-03-31 08:23:00,regular,2024-Q4
ST01232,TR01232,RT003,VH009,2025-03-31 14:00:00,2025-03-31 16:23:00,peak_hour,2024-Q4
ST01233,TR01233,RT004,VH001,2025-03-31 06:00:00,2025-03-31 07:41:00,express,2025-Q1
ST01234,TR01234,RT004,VH003,2025-03-31 15:30:00,2025-03-31 17:11:00,peak_hour,2025-Q2
ST01235,TR01235,RT005,VH012,2025-03-31 08:15:00,2025-03-31 09:30:00,express,2024-Q4
ST01236,TR01236,RT006,VH008,2025-03-31 10:00:00,2025-03-31 11:45:00,regular,2024-Q4
ST01237,TR01237,RT007,VH013,2025-03-31 06:00:00,2025-03-31 07:02:00,regular,2025-Q1
ST01238,TR01238,RT007,VH012,2025-03-31 16:45:00,2025-03-31 17:47:00,regular,2025-Q2
ST01239,TR01239,RT008,VH009,2025-03-31 06:00:00,2025-03-31 06:53:00,express,2025-Q1
ST01240,TR01240,RT008,VH004,2025-03-31 14:00:00,2025-03-31 14:53:00,regular,2025-Q2
ST01241,TR01241,RT009,VH005,2025-03-31 06:00:00,2025-03-31 07:53:00,peak_hour,2025-Q1
ST01242,TR01242,RT009,VH002,2025-03-31 16:45:00,2025-03-31 18:38:00,regular,2025-Q2
ST01243,TR01243,RT010,VH012,2025-03-31 06:00:00,2025-03-31 06:39:00,regular,2025-Q1
ST01244,TR01244,RT010,VH014,2025-03-31 14:00:00,2025-03-31 14:39:00,peak_hour,2025-Q1
ST01245,TR01245,RT001,VH005,2025-04-01 06:00:00,2025-04-01 07:14:00,regular,2024-Q4
ST01246,TR01246,RT001,VH003,2025-04-01 12:00:00,2025-04-01 13:14:00,regular,2024-Q4
ST01247,TR01247,RT001,VH004,2025-04-01 16:00:00,2025-04-01 17:14:00,express,2024-Q4
ST01248,TR01248,RT002,VH006,2025-04-01 06:00:00,2025-04-01 07:11:00,regular,2025-Q2
ST01249,TR01249,RT002,VH017,2025-04-01 14:00:00,2025-04-01 15:11:00,regular,2025-Q1
ST01250,TR01250,RT003,VH006,2025-04-01 06:00:00,2025-04-01 08:23:00,regular,2024-Q4
ST01251,TR01251,RT003,VH016,2025-04-01 14:00:00,2025-04-01 16:23:00,regular,2025-Q1
ST01252,TR01252,RT004,VH005,2025-04-01 06:00:00,2025-04-01 07:41:00,regular,2024-Q4
ST01253,TR01253,RT004,VH009,2025-04-01 15:30:00,2025-04-01 17:11:00,regular,2025-Q2
ST01254,TR01254,RT005,VH013,2025-04-01 06:00:00,2025-04-01 07:15:00,peak_hour,2025-Q1
ST01255,TR01255,RT005,VH015,2025-04-01 14:30:00,2025-04-01 15:45:00,regular,2025-Q1
ST01256,TR01256,RT006,VH008,2025-04-01 06:00:00,2025-04-01 07:45:00,peak_hour,2025-Q2
ST01257,TR01257,RT006,VH005,2025-04-01 10:00:00,2025-04-01 11:45:00,express,2025-Q1
ST01258,TR01258,RT006,VH007,2025-04-01 18:00:00,2025-04-01 19:45:00,regular,2025-Q1
ST01259,TR01259,RT007,VH018,2025-04-01 06:00:00,2025-04-01 07:02:00,regular,2025-Q2
ST01260,TR01260,RT007,VH011,2025-04-01 14:00:00,2025-04-01 15:02:00,regular,2024-Q4
ST01261,TR01261,RT008,VH007,2025-04-01 06:00:00,2025-04-01 06:53:00,peak_hour,2025-Q2
ST01262,TR01262,RT008,VH017,2025-04-01 14:00:00,2025-04-01 14:53:00,peak_hour,2024-Q4
ST01263,TR01263,RT009,VH003,2025-04-01 06:00:00,2025-04-01 07:53:00,regular,2024-Q4
ST01264,TR01264,RT009,VH003,2025-04-01 14:30:00,2025-04-01 16:23:00,peak_hour,2025-Q2
ST01265,TR01265,RT010,VH015,2025-04-01 06:00:00,2025-04-01 06:39:00,regular,2024-Q4
ST01266,TR01266,RT010,VH012,2025-04-01 14:00:00,2025-04-01 14:39:00,regular,2025-Q2
ST01267,TR01267,RT001,VH006,2025-04-02 06:00:00,2025-04-02 07:14:00,regular,2025-Q2
ST01268,TR01268,RT001,VH002,2025-04-02 14:00:00,2025-04-02 15:14:00,regular,2024-Q4
ST01269,TR01269,RT002,VH016,2025-04-02 06:00:00,2025-04-02 07:11:00,regular,2025-Q1
ST01270,TR01270,RT002,VH001,2025-04-02 11:15:00,2025-04-02 12:26:00,regular,2025-Q2
ST01271,TR01271,RT002,VH017,2025-04-02 16:45:00,2025-04-02 17:56:00,express,2025-Q2
ST01272,TR01272,RT003,VH005,2025-04-02 06:00:00,2025-04-02 08:23:00,peak_hour,2025-Q2
ST01273,TR01273,RT003,VH010,2025-04-02 10:00:00,2025-04-02 12:23:00,regular,2024-Q4
ST01274,TR01274,RT003,VH007,2025-04-02 18:00:00,2025-04-02 20:23:00,regular,2025-Q1
ST01275,TR01275,RT004,VH016,2025-04-02 06:00:00,2025-04-02 07:41:00,regular,2025-Q2
ST01276,TR01276,RT004,VH007,2025-04-02 15:30:00,2025-04-02 17:11:00,express,2025-Q2
ST01277,TR01277,RT005,VH013,2025-04-02 06:00:00,2025-04-02 07:15:00,peak_hour,2024-Q4
ST01278,TR01278,RT005,VH014,2025-04-02 16:45:00,2025-04-02 18:00:00,regular,2025-Q2
ST01279,TR01279,RT006,VH010,2025-04-02 06:00:00,2025-04-02 07:45:00,express,2024-Q4
ST01280,TR01280,RT006,VH006,2025-04-02 10:00:00,2025-04-02 11:45:00,regular,2024-Q4
ST01281,TR01281,RT006,VH009,2025-04-02 14:00:00,2025-04-02 15:45:00,regular,2024-Q4
ST01282,TR01282,RT007,VH014,2025-04-02 06:00:00,2025-04-02 07:02:00,regular,2025-Q2
ST01283,TR01283,RT007,VH015,2025-04-02 14:00:00,2025-04-02 15:02:00,regular,2025-Q1
ST01284,TR01284,RT008,VH002,2025-04-02 06:00:00,2025-04-02 06:53:00,regular,2025-Q1
ST01285,TR01285,RT008,VH017,2025-04-02 14:00:00,2025-04-02 14:53:00,regular,2025-Q1
ST01286,TR01286,RT009,VH009,2025-04-02 06:00:00,2025-04-02 07:53:00,regular,2024-Q4
ST01287,TR01287,RT009,VH007,2025-04-02 16:45:00,2025-04-02 18:38:00,peak_hour,2024-Q4
ST01288,TR01288,RT010,VH018,2025-04-02 06:00:00,2025-04-02 06:39:00,regular,2024-Q4
ST01289,TR01289,RT010,VH012,2025-04-02 14:00:00,2025-04-02 14:39:00,express,2025-Q2
ST01290,TR01290,RT001,VH009,2025-04-03 06:00:00,2025-04-03 07:14:00,express,2024-Q4
ST01291,TR01291,RT001,VH016,2025-04-03 14:00:00,2025-04-03 15:14:00,regular,2025-Q1
ST01292,TR01292,RT002,VH010,2025-04-03 06:00:00,2025-04-03 07:11:00,regular,2024-Q4
ST01293,TR01293,RT002,VH003,2025-04-03 11:15:00,2025-04-03 12:26:00,express,2025-Q2
ST01294,TR01294,RT002,VH004,2025-04-03 16:45:00,2025-04-03 17:56:00,regular,2025-Q1
ST01295,TR01295,RT003,VH007,2025-04-03 06:00:00,2025-04-03 08:23:00,peak_hour,2025-Q2
ST01296,TR01296,RT003,VH008,2025-04-03 14:00:00,2025-04-03 16:23:00,express,2025-Q2
ST01297,TR01297,RT004,VH017,2025-04-03 06:00:00,2025-04-03 07:41:00,peak_hour,2024-Q4
ST01298,TR01298,RT004,VH008,2025-04-03 12:30:00,2025-04-03 14:11:00,peak_hour,2024-Q4
ST01299,TR01299,RT004,VH007,2025-04-03 15:30:00,2025-04-03 17:11:00,regular,2025-Q2
ST01300,TR01300,RT005,VH014,2025-04-03 06:00:00,2025-04-03 07:15:00,peak_hour,2025-Q1
ST01301,TR01301,RT005,VH014,2025-04-03 16:45:00,2025-04-03 18:00:00,regular,2024-Q4
ST01302,TR01302,RT006,VH007,2025-04-03 06:00:00,2025-04-03 07:45:00,express,2025-Q1
ST01303,TR01303,RT006,VH007,2025-04-03 14:00:00,2025-04-03 15:45:00,peak_hour,2025-Q2
ST01304,TR01304,RT007,VH014,2025-04-03 06:00:00,2025-04-03 07:02:00,express,2024-Q4
ST01305,TR01305,RT007,VH012,2025-04-03 16:45:00,2025-04-03 17:47:00,peak_hour,2025-Q1
ST01306,TR01306,RT008,VH016,2025-04-03 06:00:00,2025-04-03 06:53:00,regular,2024-Q4
ST01307,TR01307,RT008,VH017,2025-04-03 14:00:00,2025-04-03 14:53:00,regular,2025-Q2
ST01308,TR01308,RT009,VH003,2025-04-03 06:00:00,2025-04-03 07:53:00,peak_hour,2024-Q4
ST01309,TR01309,RT009,VH003,2025-04-03 11:15:00,2025-04-03 13:08:00,regular,2025-Q2
ST01310,TR01310,RT009,VH007,2025-04-03 16:45:00,2025-04-03 18:38:00,regular,2025-Q1
ST01311,TR01311,RT010,VH011,2025-04-03 06:00:00,2025-04-03 06:39:00,express,2025-Q2
ST01312,TR01312,RT010,VH012,2025-04-03 14:00:00,2025-04-03 14:39:00,regular,2025-Q2
ST01313,TR01313,RT001,VH004,2025-04-04 06:00:00,2025-04-04 07:14:00,regular,2025-Q2
ST01314,TR01314,RT001,VH006,2025-04-04 14:00:00,2025-04-04 15:14:00,express,2025-Q2
ST01315,TR01315,RT002,VH017,2025-04-04 06:00:00,2025-04-04 07:11:00,express,2025-Q1
ST01316,TR01316,RT002,VH008,2025-04-04 14:00:00,2025-04-04 15:11:00,regular,2025-Q1
ST01317,TR01317,RT003,VH002,2025-04-04 06:00:00,2025-04-04 08:23:00,regular,2024-Q4
ST01318,TR01318,RT003,VH016,2025-04-04 14:00:00,2025-04-04 16:23:00,regular,2025-Q2
ST01319,TR01319,RT004,VH008,2025-04-04 06:00:00,2025-04-04 07:41:00,peak_hour,2025-Q1
ST01320,TR01320,RT004,VH006,2025-04-04 15:30:00,2025-04-04 17:11:00,peak_hour,2025-Q1
ST01321,TR01321,RT005,VH014,2025-04-04 06:00:00,2025-04-04 07:15:00,regular,2025-Q1
ST01322,TR01322,RT005,VH014,2025-04-04 14:15:00,2025-04-04 15:30:00,express,2025-Q1
ST01323,TR01323,RT006,VH007,2025-04-04 06:00:00,2025-04-04 07:45:00,regular,2025-Q1
ST01324,TR01324,RT006,VH009,2025-04-04 14:00:00,2025-04-04 15:45:00,regular,2025-Q1
ST01325,TR01325,RT007,VH014,2025-04-04 06:00:00,2025-04-04 07:02:00,regular,2025-Q2
ST01326,TR01326,RT007,VH011,2025-04-04 14:00:00,2025-04-04 15:02:00,regular,2025-Q1
ST01327,TR01327,RT008,VH003,2025-04-04 06:00:00,2025-04-04 06:53:00,regular,2025-Q2
ST01328,TR01328,RT008,VH016,2025-04-04 14:00:00,2025-04-04 14:53:00,regular,2024-Q4
ST01329,TR01329,RT009,VH016,2025-04-04 06:00:00,2025-04-04 07:53:00,express,2024-Q4
ST01330,TR01330,RT009,VH001,2025-04-04 14:15:00,2025-04-04 16:08:00,regular,2025-Q1
ST01331,TR01331,RT010,VH015,2025-04-04 06:00:00,2025-04-04 06:39:00,express,2025-Q2
ST01332,TR01332,RT010,VH018,2025-04-04 14:00:00,2025-04-04 14:39:00,regular,2025-Q1
ST01333,TR01333,RT001,VH007,2025-04-05 06:00:00,2025-04-05 07:14:00,regular,2024-Q4
ST01334,TR01334,RT001,VH005,2025-04-05 14:00:00,2025-04-05 15:14:00,regular,2025-Q1
ST01335,TR01335,RT002,VH001,2025-04-05 06:00:00,2025-04-05 07:11:00,regular,2025-Q1
ST01336,TR01336,RT002,VH005,2025-04-05 14:00:00,2025-04-05 15:11:00,regular,2024-Q4
ST01337,TR01337,RT003,VH009,2025-04-05 06:00:00,2025-04-05 08:23:00,regular,2025-Q1
ST01338,TR01338,RT003,VH010,2025-04-05 14:00:00,2025-04-05 16:23:00,regular,2025-Q2
ST01339,TR01339,RT004,VH010,2025-04-05 06:00:00,2025-04-05 07:41:00,regular,2024-Q4
ST01340,TR01340,RT004,VH016,2025-04-05 12:30:00,2025-04-05 14:11:00,regular,2025-Q2
ST01341,TR01341,RT004,VH004,2025-04-05 15:30:00,2025-04-05 17:11:00,regular,2025-Q2
ST01342,TR01342,RT005,VH014,2025-04-05 06:00:00,2025-04-05 07:15:00,express,2025-Q1
ST01343,TR01343,RT005,VH012,2025-04-05 16:45:00,2025-04-05 18:00:00,regular,2025-Q1
ST01344,TR01344,RT006,VH010,2025-04-05 06:00:00,2025-04-05 07:45:00,regular,2024-Q4
ST01345,TR01345,RT006,VH016,2025-04-05 14:00:00,2025-04-05 15:45:00,express,2025-Q2
ST01346,TR01346,RT007,VH012,2025-04-05 06:00:00,2025-04-05 07:02:00,peak_hour,2024-Q4
ST01347,TR01347,RT007,VH012,2025-04-05 14:00:00,2025-04-05 15:02:00,regular,2024-Q4
ST01348,TR01348,RT008,VH003,2025-04-05 06:00:00,2025-04-05 06:53:00,express,2024-Q4
ST01349,TR01349,RT008,VH007,2025-04-05 14:00:00,2025-04-05 14:53:00,regular,2025-Q1
ST01350,TR01350,RT009,VH002,2025-04-05 06:00:00,2025-04-05 07:53:00,regular,2024-Q4
ST01351,TR01351,RT009,VH001,2025-04-05 14:15:00,2025-04-05 16:08:00,regular,2025-Q1
ST01352,TR01352,RT010,VH013,2025-04-05 06:00:00,2025-04-05 06:39:00,regular,2025-Q1
ST01353,TR01353,RT010,VH014,2025-04-05 10:00:00,2025-04-05 10:39:00,regular,2024-Q4
ST01354,TR01354,RT010,VH014,2025-04-05 18:00:00,2025-04-05 18:39:00,regular,2024-Q4
ST01355,TR01355,RT001,VH007,2025-04-06 06:00:00,2025-04-06 07:14:00,express,2025-Q1
ST01356,TR01356,RT001,VH008,2025-04-06 14:00:00,2025-04-06 15:14:00,regular,2024-Q4
ST01357,TR01357,RT002,VH010,2025-04-06 06:00:00,2025-04-06 07:11:00,regular,2024-Q4
ST01358,TR01358,RT002,VH007,2025-04-06 14:00:00,2025-04-06 15:11:00,regular,2025-Q1
ST01359,TR01359,RT003,VH003,2025-04-06 06:00:00,2025-04-06 08:23:00,regular,2025-Q2
ST01360,TR01360,RT003,VH016,2025-04-06 14:00:00,2025-04-06 16:23:00,regular,2025-Q1
ST01361,TR01361,RT004,VH010,2025-04-06 06:00:00,2025-04-06 07:41:00,regular,2025-Q1
ST01362,TR01362,RT004,VH002,2025-04-06 15:30:00,2025-04-06 17:11:00,peak_hour,2025-Q2
ST01363,TR01363,RT005,VH018,2025-04-06 06:00:00,2025-04-06 07:15:00,peak_hour,2024-Q4
ST01364,TR01364,RT005,VH015,2025-04-06 14:00:00,2025-04-06 15:15:00,regular,2025-Q2
ST01365,TR01365,RT006,VH007,2025-04-06 06:00:00,2025-04-06 07:45:00,peak_hour,2024-Q4
ST01366,TR01366,RT006,VH005,2025-04-06 14:00:00,2025-04-06 15:45:00,regular,2024-Q4
ST01367,TR01367,RT007,VH013,2025-04-06 06:00:00,2025-04-06 07:02:00,peak_hour,2025-Q1
ST01368,TR01368,RT007,VH018,2025-04-06 14:30:00,2025-04-06 15:32:00,regular,2025-Q2
ST01369,TR01369,RT008,VH007,2025-04-06 06:00:00,2025-04-06 06:53:00,express,2025-Q2
ST01370,TR01370,RT008,VH005,2025-04-06 14:00:00,2025-04-06 14:53:00,express,2025-Q1
ST01371,TR01371,RT009,VH010,2025-04-06 06:00:00,2025-04-06 07:53:00,regular,2025-Q1
ST01372,TR01372,RT009,VH006,2025-04-06 16:45:00,2025-04-06 18:38:00,regular,2025-Q2
ST01373,TR01373,RT010,VH012,2025-04-06 06:00:00,2025-04-06 06:39:00,regular,2025-Q2
ST01374,TR01374,RT010,VH015,2025-04-06 14:00:00,2025-04-06 14:39:00,regular,2025-Q2
ST01375,TR01375,RT001,VH010,2025-04-07 06:00:00,2025-04-07 07:14:00,regular,2025-Q2
ST01376,TR01376,RT001,VH003,2025-04-07 14:00:00,2025-04-07 15:14:00,regular,2025-Q2
ST01377,TR01377,RT002,VH009,2025-04-07 06:00:00,2025-04-07 07:11:00,regular,2025-Q1
ST01378,TR01378,RT002,VH010,2025-04-07 14:00:00,2025-04-07 15:11:00,peak_hour,2024-Q4
ST01379,TR01379,RT003,VH005,2025-04-07 06:00:00,2025-04-07 08:23:00,peak_hour,2025-Q1
ST01380,TR01380,RT003,VH004,2025-04-07 10:00:00,2025-04-07 12:23:00,express,2024-Q4
ST01381,TR01381,RT003,VH009,2025-04-07 18:00:00,2025-04-07 20:23:00,express,2024-Q4
ST01382,TR01382,RT004,VH003,2025-04-07 06:00:00,2025-04-07 07:41:00,regular,2024-Q4
ST01383,TR01383,RT004,VH009,2025-04-07 15:30:00,2025-04-07 17:11:00,express,2025-Q1
ST01384,TR01384,RT005,VH018,2025-04-07 06:00:00,2025-04-07 07:15:00,regular,2025-Q2
ST01385,TR01385,RT005,VH014,2025-04-07 11:15:00,2025-04-07 12:30:00,regular,2025-Q1
ST01386,TR01386,RT005,VH012,2025-04-07 16:45:00,2025-04-07 18:00:00,regular,2025-Q2
ST01387,TR01387,RT006,VH003,2025-04-07 10:00:00,2025-04-07 11:45:00,regular,2024-Q4
ST01388,TR01388,RT007,VH018,2025-04-07 06:00:00,2025-04-07 07:02:00,express,2025-Q1
ST01389,TR01389,RT007,VH013,2025-04-07 11:15:00,2025-04-07 12:17:00,express,2025-Q2
ST01390,TR01390,RT007,VH018,2025-04-07 16:45:00,2025-04-07 17:47:00,regular,2024-Q4
ST01391,TR01391,RT008,VH001,2025-04-07 06:00:00,2025-04-07 06:53:00,regular,2024-Q4
ST01392,TR01392,RT008,VH017,2025-04-07 14:00:00,2025-04-07 14:53:00,express,2025-Q1
ST01393,TR01393,RT009,VH008,2025-04-07 06:00:00,2025-04-07 07:53:00,regular,2025-Q2
ST01394,TR01394,RT009,VH017,2025-04-07 14:15:00,2025-04-07 16:08:00,regular,2025-Q2
ST01395,TR01395,RT010,VH014,2025-04-07 06:00:00,2025-04-07 06:39:00,express,2025-Q1
ST01396,TR01396,RT010,VH012,2025-04-07 10:00:00,2025-04-07 10:39:00,peak_hour,2025-Q1
ST01397,TR01397,RT010,VH018,2025-04-07 18:00:00,2025-04-07 18:39:00,peak_hour,2025-Q1
ST01398,TR01398,RT001,VH017,2025-04-08 06:00:00,2025-04-08 07:14:00,regular,2024-Q4
ST01399,TR01399,RT001,VH017,2025-04-08 12:00:00,2025-04-08 13:14:00,regular,2025-Q2
ST01400,TR01400,RT001,VH001,2025-04-08 16:00:00,2025-04-08 17:14:00,express,2025-Q2
ST01401,TR01401,RT002,VH005,2025-04-08 06:00:00,2025-04-08 07:11:00,regular,2025-Q2
ST01402,TR01402,RT002,VH001,2025-04-08 11:15:00,2025-04-08 12:26:00,regular,2025-Q1
ST01403,TR01403,RT002,VH007,2025-04-08 16:45:00,2025-04-08 17:56:00,regular,2025-Q2
ST01404,TR01404,RT003,VH010,2025-04-08 06:00:00,2025-04-08 08:23:00,regular,2025-Q2
ST01405,TR01405,RT003,VH004,2025-04-08 14:00:00,2025-04-08 16:23:00,regular,2024-Q4
ST01406,TR01406,RT004,VH001,2025-04-08 06:00:00,2025-04-08 07:41:00,regular,2025-Q1
ST01407,TR01407,RT004,VH006,2025-04-08 15:30:00,2025-04-08 17:11:00,regular,2024-Q4
ST01408,TR01408,RT005,VH011,2025-04-08 06:00:00,2025-04-08 07:15:00,regular,2025-Q2
ST01409,TR01409,RT005,VH015,2025-04-08 11:15:00,2025-04-08 12:30:00,regular,2025-Q1
ST01410,TR01410,RT005,VH011,2025-04-08 16:45:00,2025-04-08 18:00:00,regular,2024-Q4
ST01411,TR01411,RT006,VH002,2025-04-08 06:00:00,2025-04-08 07:45:00,regular,2025-Q1
ST01412,TR01412,RT006,VH010,2025-04-08 10:00:00,2025-04-08 11:45:00,regular,2025-Q1
ST01413,TR01413,RT006,VH009,2025-04-08 18:00:00,2025-04-08 19:45:00,express,2025-Q1
ST01414,TR01414,RT007,VH012,2025-04-08 06:00:00,2025-04-08 07:02:00,regular,2025-Q1
ST01415,TR01415,RT007,VH014,2025-04-08 14:00:00,2025-04-08 15:02:00,regular,2025-Q2
ST01416,TR01416,RT008,VH001,2025-04-08 06:00:00,2025-04-08 06:53:00,regular,2025-Q1
ST01417,TR01417,RT008,VH002,2025-04-08 14:00:00,2025-04-08 14:53:00,express,2025-Q2
ST01418,TR01418,RT009,VH010,2025-04-08 06:00:00,2025-04-08 07:53:00,peak_hour,2025-Q2
ST01419,TR01419,RT009,VH017,2025-04-08 14:15:00,2025-04-08 16:08:00,regular,2024-Q4
ST01420,TR01420,RT010,VH012,2025-04-08 06:00:00,2025-04-08 06:39:00,regular,2025-Q1
ST01421,TR01421,RT010,VH013,2025-04-08 14:00:00,2025-04-08 14:39:00,regular,2025-Q1
ST01422,TR01422,RT001,VH005,2025-04-09 06:00:00,2025-04-09 07:14:00,regular,2025-Q1
ST01423,TR01423,RT001,VH016,2025-04-09 14:00:00,2025-04-09 15:14:00,express,2024-Q4
ST01424,TR01424,RT002,VH001,2025-04-09 06:00:00,2025-04-09 07:11:00,express,2025-Q1
ST01425,TR01425,RT002,VH004,2025-04-09 14:00:00,2025-04-09 15:11:00,regular,2025-Q2
ST01426,TR01426,RT003,VH008,2025-04-09 06:00:00,2025-04-09 08:23:00,express,2024-Q4
ST01427,TR01427,RT003,VH006,2025-04-09 14:00:00,2025-04-09 16:23:00,regular,2025-Q1
ST01428,TR01428,RT004,VH001,2025-04-09 06:00:00,2025-04-09 07:41:00,regular,2025-Q2
ST01429,TR01429,RT004,VH008,2025-04-09 15:30:00,2025-04-09 17:11:00,regular,2025-Q1
