incident_id,trip_id,route_id,delay_category,delay_minutes,impact_level,reported_at,resolved_at,is_cascading,affected_passengers
DI00588,TR04754,RT003,weather_conditions,26,high,2024-04-13 10:00:00,2024-04-13 10:32:00,false,27
DI00589,TR04761,RT004,road_closure,35,high,2024-04-13 18:44:00,2024-04-13 19:20:00,false,31
DI00590,TR04767,RT006,traffic_congestion,20,medium,2024-04-13 14:02:00,2024-04-13 14:17:00,true,16
DI00591,TR04768,RT006,operational_handover,15,medium,2024-04-13 18:02:00,2024-04-13 18:11:00,false,22
DI00592,TR04795,RT002,traffic_congestion,5,low,2024-04-14 11:13:00,2024-04-14 11:23:00,false,38
DI00593,TR04802,RT003,operational_handover,14,medium,2024-04-14 18:01:00,2024-04-14 18:06:00,false,28
DI00594,TR04821,RT008,operational_handover,6,low,2024-04-14 14:03:00,2024-04-14 14:14:00,false,24
DI00595,TR04824,RT009,road_closure,23,high,2024-04-14 05:55:00,2024-04-14 06:17:00,false,41
DI00596,TR04831,RT001,weather_conditions,14,medium,2024-04-15 06:00:00,2024-04-15 07:47:00,false,18
DI00597,TR04841,RT002,traffic_congestion,6,low,2024-04-15 11:16:00,2024-04-15 11:41:00,false,26
DI00598,TR04844,RT002,passenger_boarding,5,low,2024-04-15 19:11:00,2024-04-15 19:21:00,false,33
DI00599,TR04848,RT003,traffic_congestion,18,medium,2024-04-15 17:59:00,2024-04-15 18:09:00,false,26
DI00600,TR04860,RT006,passenger_boarding,5,low,2024-04-15 18:03:00,2024-04-15 18:12:00,false,24
DI00601,TR04869,RT008,operational_handover,17,medium,2024-04-15 19:10:00,2024-04-15 19:25:00,false,41
DI00602,TR04873,RT010,security_check,17,medium,2024-04-15 06:01:00,2024-04-15 06:21:00,false,5
DI00603,TR04925,RT001,traffic_congestion,15,medium,2024-04-17 10:00:00,2024-04-17 10:29:00,false,16
DI00604,TR04931,RT002,traffic_congestion,6,low,2024-04-17 06:05:00,2024-04-17 06:35:00,false,29
DI00605,TR04933,RT002,security_check,19,medium,2024-04-17 11:13:00,2024-04-17 11:25:00,false,25
DI00606,TR04945,RT004,mechanical_issue,42,critical,2024-04-17 18:44:00,2024-04-17 19:39:00,false,26
DI00607,TR04952,RT006,traffic_congestion,13,medium,2024-04-17 17:57:00,2024-04-17 18:24:00,false,34
DI00608,TR04958,RT008,operational_handover,5,low,2024-04-17 11:20:00,2024-04-17 11:26:00,false,24
DI00609,TR04959,RT008,weather_conditions,25,high,2024-04-17 13:56:00,2024-04-17 15:05:00,false,28
DI00610,TR04974,RT001,passenger_boarding,6,low,2024-04-18 16:00:00,2024-04-18 16:10:00,false,31
DI00611,TR04984,RT003,traffic_congestion,28,high,2024-04-18 09:57:00,2024-04-18 10:07:00,false,32
DI00612,TR04988,RT004,traffic_congestion,36,high,2024-04-18 09:11:00,2024-04-18 09:28:00,false,20
DI00613,TR04991,RT004,mechanical_issue,25,high,2024-04-18 18:50:00,2024-04-18 19:49:00,false,29
DI00614,TR05031,RT003,traffic_congestion,8,low,2024-04-19 13:58:00,2024-04-19 14:27:00,false,27
DI00615,TR05034,RT004,road_closure,42,critical,2024-04-19 09:20:00,2024-04-19 10:11:00,false,24
DI00616,TR05039,RT005,mechanical_issue,5,low,2024-04-19 11:14:00,2024-04-19 12:20:00,false,7
DI00617,TR05066,RT001,traffic_congestion,9,low,2024-04-20 15:56:00,2024-04-20 16:16:00,false,38
DI00618,TR05071,RT002,security_check,12,medium,2024-04-20 11:13:00,2024-04-20 11:28:00,false,21
DI00619,TR05082,RT004,traffic_congestion,12,medium,2024-04-20 15:35:00,2024-04-20 15:52:00,false,25
DI00620,TR05096,RT008,traffic_congestion,5,low,2024-04-20 11:15:00,2024-04-20 11:29:00,false,34
DI00621,TR05105,RT010,traffic_congestion,13,medium,2024-04-20 13:59:00,2024-04-20 14:09:00,false,3
DI00622,TR05113,RT001,road_closure,33,high,2024-04-21 18:00:00,2024-04-21 18:26:00,false,38
DI00623,TR05121,RT003,mechanical_issue,57,critical,2024-04-21 05:55:00,2024-04-21 06:35:00,false,28
DI00624,TR05124,RT003,traffic_congestion,5,low,2024-04-21 18:01:00,2024-04-21 18:28:00,false,25
DI00625,TR05129,RT004,traffic_congestion,16,medium,2024-04-21 18:44:00,2024-04-21 18:58:00,false,21
DI00626,TR05147,RT009,operational_handover,15,medium,2024-04-21 11:17:00,2024-04-21 11:37:00,true,22
DI00627,TR05174,RT004,traffic_congestion,21,high,2024-04-22 15:30:00,2024-04-22 15:42:00,false,29
DI00628,TR05182,RT006,passenger_boarding,5,low,2024-04-22 18:01:00,2024-04-22 18:05:00,false,30
DI00629,TR05184,RT007,traffic_congestion,32,high,2024-04-22 11:11:00,2024-04-22 11:27:00,false,5
DI00630,TR05188,RT008,traffic_congestion,13,medium,2024-04-22 11:19:00,2024-04-22 11:31:00,false,37
DI00631,TR05193,RT009,traffic_congestion,25,high,2024-04-22 11:12:00,2024-04-22 11:38:00,true,22
DI00632,TR05213,RT003,passenger_boarding,7,low,2024-04-23 06:01:00,2024-04-23 06:11:00,false,41
DI00633,TR05234,RT008,passenger_boarding,5,low,2024-04-23 11:11:00,2024-04-23 11:14:00,false,31
DI00634,TR05237,RT008,weather_conditions,5,low,2024-04-23 19:11:00,2024-04-23 20:48:00,false,42
DI00635,TR05239,RT009,traffic_congestion,20,medium,2024-04-23 11:18:00,2024-04-23 11:33:00,false,22
DI00636,TR05258,RT002,operational_handover,13,medium,2024-04-24 19:16:00,2024-04-24 19:24:00,false,34
DI00637,TR05272,RT006,weather_conditions,5,low,2024-04-24 10:03:00,2024-04-24 11:01:00,false,16
DI00638,TR05283,RT008,passenger_boarding,7,low,2024-04-24 19:12:00,2024-04-24 19:20:00,false,26
DI00639,TR05289,RT010,traffic_congestion,12,medium,2024-04-24 13:58:00,2024-04-24 14:24:00,false,5
DI00640,TR05292,RT001,traffic_congestion,9,low,2024-04-25 07:55:00,2024-04-25 08:17:00,false,37
DI00641,TR05296,RT001,traffic_congestion,18,medium,2024-04-25 15:57:00,2024-04-25 16:10:00,false,34
DI00642,TR05301,RT002,weather_conditions,32,high,2024-04-25 11:10:00,2024-04-25 12:50:00,false,34
DI00643,TR05305,RT003,traffic_congestion,11,medium,2024-04-25 05:55:00,2024-04-25 06:09:00,false,21
DI00644,TR05312,RT004,traffic_congestion,19,medium,2024-04-25 15:28:00,2024-04-25 15:39:00,false,22
DI00645,TR05319,RT006,passenger_boarding,12,medium,2024-04-25 14:04:00,2024-04-25 14:14:00,true,33
DI00646,TR05331,RT009,operational_handover,15,medium,2024-04-25 11:11:00,2024-04-25 11:28:00,false,24
DI00647,TR05338,RT001,weather_conditions,36,high,2024-04-26 08:01:00,2024-04-26 08:51:00,false,22
DI00648,TR05351,RT003,traffic_congestion,8,low,2024-04-26 06:01:00,2024-04-26 06:17:00,false,33
DI00649,TR05354,RT003,security_check,30,high,2024-04-26 18:00:00,2024-04-26 18:11:00,false,18
DI00650,TR05355,RT004,operational_handover,15,medium,2024-04-26 06:02:00,2024-04-26 06:11:00,true,32
DI00651,TR05358,RT004,operational_handover,18,medium,2024-04-26 15:30:00,2024-04-26 15:44:00,false,19
DI00652,TR05363,RT006,weather_conditions,8,low,2024-04-26 06:02:00,2024-04-26 07:02:00,false,34
DI00653,TR05366,RT006,traffic_congestion,17,medium,2024-04-26 17:57:00,2024-04-26 18:23:00,false,38
DI00654,TR05372,RT008,passenger_boarding,9,low,2024-04-26 11:10:00,2024-04-26 11:14:00,false,28
DI00655,TR05377,RT009,traffic_congestion,15,medium,2024-04-26 11:10:00,2024-04-26 11:31:00,true,35
DI00656,TR05384,RT001,traffic_congestion,23,high,2024-04-27 07:56:00,2024-04-27 08:26:00,false,16
DI00657,TR05397,RT003,passenger_boarding,6,low,2024-04-27 05:56:00,2024-04-27 06:04:00,false,23
DI00658,TR05421,RT008,road_closure,26,high,2024-04-27 19:16:00,2024-04-27 19:56:00,false,43
DI00659,TR05423,RT009,passenger_boarding,5,low,2024-04-27 11:12:00,2024-04-27 11:21:00,false,34
DI00660,TR05426,RT010,road_closure,5,low,2024-04-27 10:05:00,2024-04-27 10:34:00,false,3
DI00661,TR05436,RT001,weather_conditions,16,medium,2024-04-28 19:58:00,2024-04-28 21:58:00,false,30
DI00662,TR05439,RT002,traffic_congestion,17,medium,2024-04-28 11:20:00,2024-04-28 11:48:00,false,35
DI00663,TR05445,RT003,weather_conditions,8,low,2024-04-28 14:04:00,2024-04-28 15:14:00,false,37
DI00664,TR05448,RT004,weather_conditions,13,medium,2024-04-28 09:20:00,2024-04-28 09:54:00,false,28
DI00665,TR05465,RT008,weather_conditions,18,medium,2024-04-28 13:55:00,2024-04-28 15:18:00,false,16
DI00666,TR05468,RT009,traffic_congestion,14,medium,2024-04-28 05:56:00,2024-04-28 06:11:00,false,33
DI00667,TR05483,RT002,traffic_congestion,22,high,2024-04-29 05:56:00,2024-04-29 06:15:00,false,35
DI00668,TR05485,RT002,security_check,16,medium,2024-04-29 11:18:00,2024-04-29 11:33:00,false,39
DI00669,TR05489,RT003,traffic_congestion,20,medium,2024-04-29 06:05:00,2024-04-29 06:34:00,true,23
DI00670,TR05490,RT003,traffic_congestion,24,high,2024-04-29 10:01:00,2024-04-29 10:14:00,false,27
DI00671,TR05501,RT006,weather_conditions,25,high,2024-04-29 06:05:00,2024-04-29 06:41:00,false,29
DI00672,TR05515,RT009,operational_handover,5,low,2024-04-29 11:18:00,2024-04-29 11:37:00,false,20
DI00673,TR05520,RT010,mechanical_issue,11,medium,2024-04-29 17:57:00,2024-04-29 18:47:00,false,8
DI00674,TR05521,RT001,traffic_congestion,5,low,2024-04-30 06:00:00,2024-04-30 06:27:00,false,26
DI00675,TR05529,RT002,operational_handover,13,medium,2024-04-30 05:55:00,2024-04-30 06:13:00,false,39
DI00676,TR05537,RT003,traffic_congestion,5,low,2024-04-30 14:02:00,2024-04-30 14:28:00,false,22
DI00677,TR05550,RT006,road_closure,9,low,2024-04-30 17:55:00,2024-04-30 18:47:00,false,20
DI00678,TR05581,RT003,operational_handover,6,low,2024-05-01 05:58:00,2024-05-01 06:17:00,false,23
DI00679,TR05596,RT006,traffic_congestion,21,high,2024-05-01 18:04:00,2024-05-01 18:34:00,false,32
DI00680,TR05614,RT001,weather_conditions,35,high,2024-05-02 07:55:00,2024-05-02 09:25:00,false,30
DI00681,TR05616,RT001,operational_handover,5,low,2024-05-02 11:59:00,2024-05-02 12:14:00,false,31
DI00682,TR05617,RT001,traffic_congestion,5,low,2024-05-02 14:01:00,2024-05-02 14:17:00,false,31
DI00683,TR05627,RT003,passenger_boarding,10,low,2024-05-02 05:57:00,2024-05-02 06:07:00,false,36
DI00684,TR05629,RT003,weather_conditions,22,high,2024-05-02 13:56:00,2024-05-02 15:22:00,false,30
DI00685,TR05635,RT004,traffic_congestion,17,medium,2024-05-02 18:46:00,2024-05-02 18:58:00,false,35
DI00686,TR05640,RT006,traffic_congestion,11,medium,2024-05-02 09:59:00,2024-05-02 10:18:00,false,20
DI00687,TR05642,RT006,weather_conditions,22,high,2024-05-02 17:59:00,2024-05-02 19:08:00,false,38
DI00688,TR05653,RT009,road_closure,21,high,2024-05-02 11:16:00,2024-05-02 12:08:00,true,29
DI00689,TR05669,RT002,operational_handover,5,low,2024-05-03 11:17:00,2024-05-03 11:25:00,false,31
DI00690,TR05676,RT003,security_check,13,medium,2024-05-03 18:05:00,2024-05-03 18:16:00,false,28
DI00691,TR05690,RT007,passenger_boarding,16,medium,2024-05-03 11:16:00,2024-05-03 11:25:00,false,9
DI00692,TR05692,RT008,traffic_congestion,16,medium,2024-05-03 05:56:00,2024-05-03 06:18:00,false,28
DI00693,TR05694,RT008,traffic_congestion,14,medium,2024-05-03 11:10:00,2024-05-03 11:34:00,false,25
DI00694,TR05706,RT001,road_closure,27,high,2024-05-04 08:02:00,2024-05-04 08:42:00,false,30
DI00695,TR05722,RT003,mechanical_issue,32,high,2024-05-04 17:57:00,2024-05-04 18:29:00,false,20
DI00696,TR05726,RT004,operational_handover,6,low,2024-05-04 15:30:00,2024-05-04 15:46:00,false,26
DI00697,TR05727,RT004,mechanical_issue,61,critical,2024-05-04 18:43:00,2024-05-04 20:05:00,true,24
DI00698,TR05733,RT006,operational_handover,13,medium,2024-05-04 13:59:00,2024-05-04 14:08:00,true,20
DI00699,TR05740,RT008,traffic_congestion,29,high,2024-05-04 11:13:00,2024-05-04 11:39:00,true,30
DI00700,TR05744,RT009,mechanical_issue,19,medium,2024-05-04 06:04:00,2024-05-04 07:29:00,false,21
DI00701,TR05765,RT003,passenger_boarding,11,medium,2024-05-05 05:58:00,2024-05-05 06:02:00,false,35
DI00702,TR05772,RT004,traffic_congestion,15,medium,2024-05-05 15:32:00,2024-05-05 15:55:00,false,36
DI00703,TR05773,RT004,traffic_congestion,8,low,2024-05-05 18:47:00,2024-05-05 18:59:00,false,28
DI00704,TR05778,RT006,traffic_congestion,11,medium,2024-05-05 09:56:00,2024-05-05 10:24:00,false,31
DI00705,TR05791,RT009,weather_conditions,51,critical,2024-05-05 11:14:00,2024-05-05 11:48:00,false,29
DI00706,TR05804,RT001,weather_conditions,18,medium,2024-05-06 20:02:00,2024-05-06 21:43:00,false,16
DI00707,TR05805,RT002,weather_conditions,8,low,2024-05-06 06:01:00,2024-05-06 07:49:00,false,20
DI00708,TR05810,RT002,mechanical_issue,5,low,2024-05-06 19:13:00,2024-05-06 20:25:00,false,27
DI00709,TR05814,RT003,weather_conditions,27,high,2024-05-06 18:02:00,2024-05-06 19:36:00,false,22
DI00710,TR05818,RT004,weather_conditions,7,low,2024-05-06 15:31:00,2024-05-06 16:47:00,false,27
DI00711,TR05823,RT006,security_check,23,high,2024-05-06 05:55:00,2024-05-06 06:17:00,false,37
DI00712,TR05837,RT009,traffic_congestion,10,low,2024-05-06 11:17:00,2024-05-06 11:32:00,true,21
DI00713,TR05848,RT001,weather_conditions,38,high,2024-05-07 15:58:00,2024-05-07 17:18:00,false,29
DI00714,TR05859,RT003,operational_handover,8,low,2024-05-07 14:05:00,2024-05-07 14:25:00,false,34
DI00715,TR05860,RT003,passenger_boarding,11,medium,2024-05-07 17:56:00,2024-05-07 18:04:00,false,22
DI00716,TR05861,RT004,mechanical_issue,5,low,2024-05-07 05:58:00,2024-05-07 07:22:00,false,22
DI00717,TR05864,RT004,traffic_congestion,21,high,2024-05-07 15:31:00,2024-05-07 15:52:00,true,29
DI00718,TR05870,RT006,traffic_congestion,19,medium,2024-05-07 09:55:00,2024-05-07 10:14:00,false,30
DI00719,TR05883,RT009,weather_conditions,29,high,2024-05-07 11:10:00,2024-05-07 12:41:00,false,38
DI00720,TR05903,RT003,operational_handover,6,low,2024-05-08 06:01:00,2024-05-08 06:12:00,false,20
DI00721,TR05910,RT004,operational_handover,12,medium,2024-05-08 15:28:00,2024-05-08 15:35:00,false,18
DI00722,TR05948,RT002,weather_conditions,30,high,2024-05-09 19:14:00,2024-05-09 20:17:00,false,29
DI00723,TR05950,RT003,traffic_congestion,17,medium,2024-05-09 10:01:00,2024-05-09 10:27:00,false,35
DI00724,TR05981,RT001,mechanical_issue,36,high,2024-05-10 05:58:00,2024-05-10 06:22:00,false,44
DI00725,TR05987,RT001,weather_conditions,7,low,2024-05-10 17:57:00,2024-05-10 19:16:00,false,33
DI00726,TR05992,RT002,passenger_boarding,8,low,2024-05-10 14:05:00,2024-05-10 14:12:00,false,34
DI00727,TR06000,RT004,operational_handover,8,low,2024-05-10 09:15:00,2024-05-10 09:21:00,false,28
DI00728,TR06002,RT004,operational_handover,19,medium,2024-05-10 15:31:00,2024-05-10 15:37:00,false,35
DI00729,TR06028,RT001,passenger_boarding,12,medium,2024-05-11 08:01:00,2024-05-11 08:10:00,false,16
DI00730,TR06055,RT006,passenger_boarding,11,medium,2024-05-11 14:04:00,2024-05-11 14:14:00,false,34
DI00731,TR06056,RT006,traffic_congestion,13,medium,2024-05-11 17:57:00,2024-05-11 18:10:00,false,26
DI00732,TR06067,RT009,road_closure,9,low,2024-05-11 11:11:00,2024-05-11 12:02:00,false,41
DI00733,TR06071,RT010,weather_conditions,5,low,2024-05-11 14:03:00,2024-05-11 15:27:00,false,4
DI00734,TR06081,RT002,security_check,16,medium,2024-05-12 06:04:00,2024-05-12 06:23:00,false,27
DI00735,TR06086,RT002,traffic_congestion,9,low,2024-05-12 19:14:00,2024-05-12 19:29:00,false,40
DI00736,TR06099,RT006,mechanical_issue,56,critical,2024-05-12 06:03:00,2024-05-12 07:05:00,false,24
DI00737,TR06101,RT006,road_closure,5,low,2024-05-12 14:02:00,2024-05-12 14:17:00,false,30
DI00738,TR06102,RT006,security_check,21,high,2024-05-12 18:03:00,2024-05-12 18:13:00,false,28
DI00739,TR06111,RT008,mechanical_issue,5,low,2024-05-12 19:19:00,2024-05-12 19:42:00,false,40
DI00740,TR06132,RT002,road_closure,31,high,2024-05-13 19:17:00,2024-05-13 19:37:00,false,32
DI00741,TR06135,RT003,weather_conditions,5,low,2024-05-13 13:58:00,2024-05-13 15:20:00,true,37
DI00742,TR06146,RT006,traffic_congestion,19,medium,2024-05-13 09:59:00,2024-05-13 10:15:00,false,20
DI00743,TR06155,RT008,traffic_congestion,5,low,2024-05-13 14:01:00,2024-05-13 14:19:00,false,29
DI00744,TR06159,RT009,security_check,23,high,2024-05-13 11:20:00,2024-05-13 11:33:00,false,36
DI00745,TR06169,RT001,road_closure,11,medium,2024-05-14 13:55:00,2024-05-14 14:44:00,false,17
DI00746,TR06180,RT003,operational_handover,5,low,2024-05-14 10:04:00,2024-05-14 10:21:00,false,26
DI00747,TR06181,RT003,traffic_congestion,21,high,2024-05-14 13:59:00,2024-05-14 14:15:00,false,25
DI00748,TR06182,RT003,traffic_congestion,7,low,2024-05-14 18:02:00,2024-05-14 18:22:00,false,35
DI00749,TR06186,RT004,weather_conditions,32,high,2024-05-14 15:30:00,2024-05-14 17:01:00,false,29
DI00750,TR06204,RT009,traffic_congestion,5,low,2024-05-14 06:01:00,2024-05-14 06:13:00,true,25
DI00751,TR06207,RT010,operational_handover,7,low,2024-05-14 05:58:00,2024-05-14 06:12:00,false,5
DI00752,TR06215,RT001,weather_conditions,5,low,2024-05-15 14:00:00,2024-05-15 15:53:00,false,45
DI00753,TR06226,RT003,passenger_boarding,5,low,2024-05-15 09:58:00,2024-05-15 10:02:00,false,19
DI00754,TR06233,RT004,passenger_boarding,9,low,2024-05-15 18:41:00,2024-05-15 18:50:00,false,33
DI00755,TR06271,RT003,operational_handover,9,low,2024-05-16 05:58:00,2024-05-16 06:03:00,false,27
DI00756,TR06279,RT004,passenger_boarding,9,low,2024-05-16 18:49:00,2024-05-16 18:56:00,false,20
DI00757,TR06281,RT005,operational_handover,8,low,2024-05-16 11:14:00,2024-05-16 11:30:00,false,3
DI00758,TR06284,RT006,traffic_congestion,19,medium,2024-05-16 10:04:00,2024-05-16 10:18:00,false,29
DI00759,TR06297,RT009,traffic_congestion,16,medium,2024-05-16 11:14:00,2024-05-16 11:41:00,false,32
DI00760,TR06309,RT001,traffic_congestion,12,medium,2024-05-17 18:03:00,2024-05-17 18:31:00,false,38
DI00761,TR06316,RT002,operational_handover,7,low,2024-05-17 19:16:00,2024-05-17 19:26:00,false,21
DI00762,TR06319,RT003,road_closure,10,low,2024-05-17 14:04:00,2024-05-17 14:28:00,false,30
DI00763,TR06331,RT006,weather_conditions,5,low,2024-05-17 13:58:00,2024-05-17 15:56:00,false,18
DI00764,TR06333,RT007,passenger_boarding,14,medium,2024-05-17 06:03:00,2024-05-17 06:11:00,false,5
DI00765,TR06342,RT009,mechanical_issue,53,critical,2024-05-17 06:03:00,2024-05-17 07:24:00,false,29
DI00766,TR06343,RT009,passenger_boarding,5,low,2024-05-17 11:17:00,2024-05-17 11:25:00,true,31
DI00767,TR06360,RT002,weather_conditions,9,low,2024-05-18 13:56:00,2024-05-18 15:47:00,false,31
DI00768,TR06388,RT009,traffic_congestion,5,low,2024-05-18 06:05:00,2024-05-18 06:33:00,false,30
DI00769,TR06395,RT001,weather_conditions,45,critical,2024-05-19 06:02:00,2024-05-19 07:08:00,false,19
DI00770,TR06401,RT001,traffic_congestion,5,low,2024-05-19 17:58:00,2024-05-19 18:12:00,false,45
DI00771,TR06406,RT002,mechanical_issue,13,medium,2024-05-19 13:57:00,2024-05-19 14:40:00,false,24
DI00772,TR06412,RT003,traffic_congestion,5,low,2024-05-19 18:01:00,2024-05-19 18:23:00,false,30
DI00773,TR06422,RT006,traffic_congestion,31,high,2024-05-19 09:57:00,2024-05-19 10:14:00,true,26
DI00774,TR06449,RT002,passenger_boarding,8,low,2024-05-20 05:57:00,2024-05-20 06:01:00,false,30
DI00775,TR06452,RT002,traffic_congestion,9,low,2024-05-20 13:58:00,2024-05-20 14:23:00,false,21
DI00776,TR06457,RT003,mechanical_issue,32,high,2024-05-20 13:57:00,2024-05-20 14:35:00,false,26
DI00777,TR06463,RT004,operational_handover,7,low,2024-05-20 18:46:00,2024-05-20 18:52:00,false,25
DI00778,TR06465,RT005,mechanical_issue,71,critical,2024-05-20 11:11:00,2024-05-20 12:33:00,false,6
DI00779,TR06467,RT006,traffic_congestion,5,low,2024-05-20 06:02:00,2024-05-20 06:12:00,true,36
DI00780,TR06471,RT007,weather_conditions,26,high,2024-05-20 06:02:00,2024-05-20 07:06:00,false,9
DI00781,TR06481,RT009,traffic_congestion,14,medium,2024-05-20 11:10:00,2024-05-20 11:32:00,false,27
DI00782,TR06503,RT003,passenger_boarding,13,medium,2024-05-21 13:55:00,2024-05-21 14:04:00,false,36
DI00783,TR06516,RT006,operational_handover,13,medium,2024-05-21 17:55:00,2024-05-21 18:00:00,false,21
DI00784,TR06523,RT008,weather_conditions,48,critical,2024-05-21 14:04:00,2024-05-21 15:18:00,false,37
DI00785,TR06533,RT001,passenger_boarding,9,low,2024-05-22 05:55:00,2024-05-22 05:59:00,false,24
DI00786,TR06539,RT001,operational_handover,8,low,2024-05-22 18:05:00,2024-05-22 18:15:00,false,41
DI00787,TR06548,RT003,traffic_congestion,12,medium,2024-05-22 10:00:00,2024-05-22 10:18:00,false,21
DI00788,TR06549,RT003,traffic_congestion,9,low,2024-05-22 13:56:00,2024-05-22 14:13:00,false,24
DI00789,TR06554,RT004,weather_conditions,14,medium,2024-05-22 15:28:00,2024-05-22 17:10:00,false,25
DI00790,TR06562,RT006,traffic_congestion,5,low,2024-05-22 18:02:00,2024-05-22 18:25:00,false,31
DI00791,TR06589,RT002,weather_conditions,19,medium,2024-05-23 11:13:00,2024-05-23 12:43:00,false,41
DI00792,TR06593,RT003,traffic_congestion,5,low,2024-05-23 06:03:00,2024-05-23 06:18:00,false,30
DI00793,TR06594,RT003,mechanical_issue,24,high,2024-05-23 09:55:00,2024-05-23 11:02:00,false,18
DI00794,TR06606,RT006,traffic_congestion,5,low,2024-05-23 10:04:00,2024-05-23 10:34:00,false,25
DI00795,TR06617,RT008,passenger_boarding,10,low,2024-05-23 19:12:00,2024-05-23 19:16:00,false,25
DI00796,TR06622,RT010,passenger_boarding,8,low,2024-05-23 10:00:00,2024-05-23 10:08:00,false,3
DI00797,TR06639,RT003,traffic_congestion,14,medium,2024-05-24 06:00:00,2024-05-24 06:12:00,false,36
DI00798,TR06642,RT003,passenger_boarding,5,low,2024-05-24 18:05:00,2024-05-24 18:08:00,false,39
DI00799,TR06647,RT004,traffic_congestion,16,medium,2024-05-24 18:48:00,2024-05-24 19:04:00,false,35
DI00800,TR06651,RT006,road_closure,45,critical,2024-05-24 05:56:00,2024-05-24 06:55:00,false,22
DI00801,TR06652,RT006,weather_conditions,36,high,2024-05-24 09:59:00,2024-05-24 11:06:00,false,27
DI00802,TR06653,RT006,passenger_boarding,12,medium,2024-05-24 13:55:00,2024-05-24 14:01:00,false,25
DI00803,TR06671,RT001,operational_handover,15,medium,2024-05-25 06:01:00,2024-05-25 06:17:00,false,34
DI00804,TR06676,RT001,mechanical_issue,53,critical,2024-05-25 15:57:00,2024-05-25 16:30:00,false,30
DI00805,TR06692,RT004,weather_conditions,30,high,2024-05-25 15:31:00,2024-05-25 16:33:00,false,32
DI00806,TR06693,RT004,traffic_congestion,11,medium,2024-05-25 18:49:00,2024-05-25 19:03:00,false,25
DI00807,TR06698,RT006,weather_conditions,26,high,2024-05-25 09:55:00,2024-05-25 11:53:00,false,23
DI00808,TR06719,RT001,traffic_congestion,13,medium,2024-05-26 09:59:00,2024-05-26 10:23:00,false,33
DI00809,TR06731,RT003,traffic_congestion,6,low,2024-05-26 05:58:00,2024-05-26 06:13:00,false,31
DI00810,TR06733,RT003,traffic_congestion,10,low,2024-05-26 14:03:00,2024-05-26 14:18:00,false,19
DI00811,TR06736,RT004,weather_conditions,29,high,2024-05-26 09:14:00,2024-05-26 10:15:00,false,31
DI00812,TR06738,RT004,operational_handover,10,low,2024-05-26 15:28:00,2024-05-26 15:36:00,false,23
DI00813,TR06744,RT006,road_closure,9,low,2024-05-26 10:05:00,2024-05-26 10:38:00,false,25
DI00814,TR06752,RT008,mechanical_issue,7,low,2024-05-26 11:20:00,2024-05-26 12:36:00,false,35
DI00815,TR06771,RT002,mechanical_issue,31,high,2024-05-27 05:57:00,2024-05-27 07:24:00,false,36
DI00816,TR06776,RT002,weather_conditions,39,high,2024-05-27 19:19:00,2024-05-27 21:06:00,false,41
DI00817,TR06777,RT003,weather_conditions,7,low,2024-05-27 06:03:00,2024-05-27 07:13:00,false,37
DI00818,TR06778,RT003,traffic_congestion,25,high,2024-05-27 10:05:00,2024-05-27 10:20:00,false,24
DI00819,TR06791,RT006,mechanical_issue,50,critical,2024-05-27 14:03:00,2024-05-27 14:47:00,false,36
DI00820,TR06803,RT009,operational_handover,13,medium,2024-05-27 11:11:00,2024-05-27 11:22:00,true,22
DI00821,TR06807,RT010,operational_handover,17,medium,2024-05-27 13:57:00,2024-05-27 14:16:00,false,7
DI00822,TR06810,RT001,traffic_congestion,17,medium,2024-05-28 08:02:00,2024-05-28 08:23:00,false,22
DI00823,TR06823,RT003,operational_handover,5,low,2024-05-28 05:59:00,2024-05-28 06:14:00,false,36
DI00824,TR06826,RT003,passenger_boarding,5,low,2024-05-28 18:00:00,2024-05-28 18:10:00,false,24
DI00825,TR06830,RT004,traffic_congestion,20,medium,2024-05-28 15:33:00,2024-05-28 15:50:00,false,26
DI00826,TR06837,RT006,traffic_congestion,22,high,2024-05-28 14:00:00,2024-05-28 14:30:00,false,25
DI00827,TR06851,RT010,passenger_boarding,9,low,2024-05-28 06:04:00,2024-05-28 06:11:00,false,3
DI00828,TR06863,RT002,passenger_boarding,10,low,2024-05-29 05:56:00,2024-05-29 06:03:00,false,37
DI00829,TR06868,RT002,passenger_boarding,5,low,2024-05-29 19:10:00,2024-05-29 19:20:00,false,34
DI00830,TR06876,RT004,traffic_congestion,11,medium,2024-05-29 15:32:00,2024-05-29 15:47:00,false,36
DI00831,TR06915,RT003,road_closure,23,high,2024-05-30 06:00:00,2024-05-30 06:36:00,false,40
DI00832,TR06917,RT003,weather_conditions,30,high,2024-05-30 13:55:00,2024-05-30 15:54:00,false,30
DI00833,TR06932,RT007,passenger_boarding,5,low,2024-05-30 11:17:00,2024-05-30 11:24:00,false,7
DI00834,TR06937,RT008,security_check,13,medium,2024-05-30 13:59:00,2024-05-30 14:18:00,false,22
DI00835,TR06941,RT009,traffic_congestion,25,high,2024-05-30 11:17:00,2024-05-30 11:42:00,false,30
DI00836,TR06949,RT001,weather_conditions,9,low,2024-05-31 10:05:00,2024-05-31 12:02:00,false,22
DI00837,TR06960,RT002,passenger_boarding,10,low,2024-05-31 19:14:00,2024-05-31 19:20:00,false,40
DI00838,TR06962,RT003,passenger_boarding,5,low,2024-05-31 09:57:00,2024-05-31 10:02:00,false,31
